ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
810,Sudan,SDN,,,Africa,Movement restrictions,Border closure ,No,"Sudan closes all airports, ports and land crossings. Only humanitarian, commercial and technical support shipments were excluded from the restrictions.",3/16/20,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,3/17/20,
811,Sudan,SDN,,,Africa,Movement restrictions,Flights suspension,No,closure of all airports,3/16/20,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,3/17/20,
815,Sudan,SDN,,,Africa,Social and economic measures,State of emergency declared,No,declaration of health emergency,3/16/20,Anadolu,Media,https://www.aa.com.tr/en/africa/sudan-declares-health-emergency-over-coronavirus/1768166,3/17/20,
818,Sudan,SDN,,,Africa,Social distancing,Schools closure ,No,closure of all schools and education institutions for one month,3/15/20,DabangaSudan,Media,https://www.dabangasudan.org/en/all-news/article/coronavirus-measures-sudan-s-council-of-ministers-issue-directions,3/17/20,
1748,Sudan,SDN,,,Africa,Social and economic measures,Emergency administrative structures activated or established,No,"A government-sponsored call centre has been activated to answer all questions related to COVID-19. The call centre, for all Sudanese residents, operates 24 hours a day/7 days a week.",3/19/20,ReliefWeb,Other organisations,https://reliefweb.int/report/sudan/sudan-flash-update-20-march-2020-20-march-2020-two-cases-covid-19-have-been-confirmed,3/23/20,
82,Suriname,SUR,,,Americas,Public health measures,Health screenings in airports and border crossings,No,,,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/suriname/,3/14/20,
83,Suriname,SUR,,,Americas,Public health measures,Introduction of quarantine policies,Yes,Travellers from China and those with syntoms for 14 days or from risky areas,,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/suriname/,3/14/20,
463,Sweden,SWE,,,Europe,Social distancing,Limit public gatherings,No,limit of public gatherings to 500 persons,3/12/20,Government,Government,https://www.krisinformation.se/en/news/2020/march/the-government-has-decided-to-limit-public-gatherings-and-events-in-sweden,3/16/20,
514,Switzerland,CHE,,,Europe,Social distancing,Limit public gatherings,No,public or private gathers with more than 100 persons are suspended until 30 April on a federal level,3/13/20,Government,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#470035798,3/16/20,
515,Switzerland,CHE,,,Europe,Movement restrictions,Border checks ,No,reinforced border checks on all borders,2/13/20,government,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#470035799,3/16/20,
516,Switzerland,CHE,,,Europe,Movement restrictions,Travel restrictions,Yes,Italian citizens without a resident permit in Switerzland are not permitted entering,2/13/20,Government,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#470035800,3/16/20,
518,Switzerland,CHE,,,Europe,Social and economic measures,State of emergency declared,Yes,emergency or necessity state declared in several states starting with Tichino and including Geneva starting 16 March,3/16/20,Geneva State Government,Government,https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus,3/16/20,
519,Switzerland,CHE,,,Europe,Social distancing,Schools closure ,Yes,schools closed on a federal level from 16 March to 4 April,3/16/20,Government,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#470035798,3/16/20,
684,Switzerland,CHE,,,Europe,Social and economic measures,State of emergency declared,No,"declaration of a ""special situation"" on a federal level allowing the government to introduce extraordinary measures",3/16/20,Government,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,3/16/20,
759,Switzerland,CHE,,,Europe,Movement restrictions,Border checks ,No,Borders are open but controls intensified in a pre-Schengen fashion,3/16/20,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/CHE,3/17/20,
827,Switzerland,CHE,,,Europe,Movement restrictions,Travel restrictions,Yes,"travelers from risk countries are banned from entering, definition of risk countries extended to Italy, Germany, France, Austria. An exeption are people living or working in Switzerland and people who can proof they are just transitting Switzerland",3/19/20,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,3/20/20,
829,Switzerland,CHE,,,Europe,Public health measures,General recommendations,Yes,people above 65 years of ages and people with underlaying health issues are recommended to remain at home,3/19/20,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,3/20/20,
830,Switzerland,CHE,,,Europe,Public health measures,Strengthening the public health system,No,private health institutions may be requested by cantonal authorities to accept patients; all health institutions are required to postpone non-urgent procedures; hospitals are required to communicate their capacities ,3/19/20,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,3/20/20,
831,Switzerland,CHE,,,Europe,Public health measures,Awareness campaigns,No,"launch of awarengess campain ""So schützen wir uns"" on 1 March",3/1/20,Government of Switzerland,Government,https://www.bag.admin.ch/bag/de/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/so-schuetzen-wir-uns.html,3/20/20,
832,Switzerland,CHE,,,Europe,Public health measures,Testing for COVID-19,Yes,Only those who are at high risk are being testing,3/7/20,Swiss Info,Media,https://www.swissinfo.ch/eng/covid-19_rapid-spread-of-coronavirus-complicates-systematic-testing/45625060,3/20/20,
833,Switzerland,CHE,,,Europe,Social distancing,Limit public gatherings,No,Limit of public gatherings to 1000 people from 28 Feb until 15 March,2/28/20,Government of Switzerland,Government,https://www.admin.ch/opc/de/classified-compilation/20200619/index.html,3/20/20,
834,Switzerland,CHE,,,Europe,Movement restrictions,Border closure ,No,Closure of several border crossings between Switzerland and Italy,3/11/20,Government of Switzerland,Government,https://www.admin.ch/gov/de/start/dokumentation/medienmitteilungen.msg-id-78412.html,3/20/20,
835,Switzerland,CHE,,,Europe,Social distancing,Limit public gatherings,No,public establishment such as restaurants and baths have to close from 16 March to 19 April,3/16/20,Government of Switzerland,Government,https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html,3/20/20,
836,Switzerland,CHE,,,Europe,Social and economic measures,Economic measures,No,Federal Council decides to provide ten billion Swiss Francs as immediate financial aid for the economic sector,3/13/20,Government of Switzerland,Government,https://www.admin.ch/gov/de/start/dokumentation/medienmitteilungen.msg-id-78437.html,3/20/20,
357,Syria,SYR,,,Middle East,Public health measures,Health screenings in airports and border crossings,No,Syria implements extra checks at airports,3/14/20,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,3/15/20,
358,Syria,SYR,,,Middle East,Social distancing,Schools closure ,No,Suspension of all public and private schools and universities until April 2nd,3/14/20,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,3/15/20,
359,Syria,SYR,,,Middle East,Social distancing,Public services closure ,No,Public sector employees to be reduced to 40%,3/14/20,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,3/15/20,
360,Syria,SYR,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,plane passengers arriving from Iraq have to quarantine,3/14/20,Ministry of Health,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,3/15/20,
1439,Syria,SYR,,,Middle East,Movement restrictions,Travel restrictions,Yes,Entry ban from Iraq and Jordan ,3/19/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/22/20,https://www.middleeasteye.net/news/coronavirus-syria-government-address-covid-19-no-cases
1440,Syria,SYR,,,Middle East,Social distancing,Schools closure ,No,,3/19/20,Middle East Eye,Media,https://www.middleeasteye.net/news/coronavirus-syria-government-address-covid-19-no-cases,3/22/20,
1441,Syria,SYR,,,Middle East,Social distancing,Public services closure ,No,"parks, restaurants, and various public buildings",3/19/20,Middle East Eye,Media,https://www.middleeasteye.net/news/coronavirus-syria-government-address-covid-19-no-cases,3/22/20,
1442,Syria,SYR,,,Middle East,Public health measures,Strengthening the public health system,No,creating quarantine centers ,3/20/20,Syrian Arab News Agency ,Media,https://sana.sy/en/?p=188590,3/22/20,
1443,Syria,SYR,,,Middle East,Public health measures,Introduction of quarantine policies,No,Voluntary isolation ,3/20/20,Syrian Arab News Agency ,Media,https://sana.sy/en/?p=188591,3/22/20,
1444,Syria,SYR,,,Middle East,Social and economic measures,Economic measures,Yes,Requesting U.S and other Western countries to lift sanctions to increase capacity of health system to respond to potential outbreak ,3/13/20,Syria Ministry of Health ,Government,http://www.moh.gov.sy/Default.aspx?tabid=242&smid=1050&ArticleID=647&reftab=56&t=%D9%84%D8%A7-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AB%D8%A8%D8%AA%D8%A9-%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%85&language=ar-YE,3/22/20,
302,Tajikistan,TJK,,,Asia,Movement restrictions,Visa restrictions,Yes,The Government of Tajikistan is frequently adjusting its entry and exit requirements and travelers may be subject to a mandatory quarantine or refused entry.,,US Embassy,Government,https://tj.usembassy.gov/covid-19-information/?_ga=2.43772709.1601748976.1584185584-1155192847.1584185584,3/15/20,
311,Tajikistan,TJK,,,Asia,Public health measures,Introduction of quarantine policies,Yes,Travellers from affected countries.,,US Embassy,Government,https://tj.usembassy.gov/covid-19-information/?_ga=2.43772709.1601748976.1584185584-1155192847.1584185584,3/15/20,
315,Tajikistan,TJK,,,Asia,Social distancing,Limit public gatherings,No,,,Al Jazeera,Media,https://www.aljazeera.com/news/2020/03/muslims-advised-stop-coronavirus-spread-200304160256140.html,3/15/20,
317,Tanzania,TZA,,,Africa,Public health measures,Health screenings in airports and border crossings,No,Ports of entry are conducting screening and travelers with a fever are diverted to secondary for further examination,2/25/20,US Embassy,Government,https://tz.usembassy.gov/covid-19-information/?_ga=2.22071867.1601748976.1584185584-1155192847.1584185584,3/15/20,
319,Tanzania,TZA,,,Africa,Public health measures,General recommendations,No,,,Ministry of Health,Government,https://www.moh.go.tz/en/,3/15/20,
958,Tanzania,TZA,,,Africa,Social distancing,Schools closure ,No,All universities and colleges across Tanzania to be closed,3/18/20,SABC Digital News,Media,https://www.youtube.com/watch?v=0YVAnn0lTaI,3/20/20,https://www.thecitizen.co.tz/news/-Tanzania-extends-school-closure-to-universities-due-to-virus-/1840340-5495352-qgiccoz/index.html
959,Tanzania,TZA,,,Africa,Social distancing,Schools closure ,No,All primary and secondary schools in Tanzania closed,3/17/20,The Citizen,Media,https://www.thecitizen.co.tz/news/-Tanzania-extends-school-closure-to-universities-due-to-virus-/1840340-5495352-qgiccoz/index.html,3/20/20,
972,Tanzania,TZA,,,Africa,Social distancing,Limit public gatherings,No,All BRT buses will be required to carry passengers according to their operating license (nobody is allowed to be standing in DalaDalas etc.) ,3/20/20,The Citizen,Media,https://www.thecitizen.co.tz/news/-New-guidelines-on-public-transport-to-curb-Covid-19/1840340-5498184-15s9glez/index.html,3/20/20,
976,Tanzania,TZA,,,Africa,Public health measures,General recommendations,No,Buses and trains should be sprayed at the end of every journey and hand washing equipment should be installed at all bus and train station.,3/20/20,The Citizen,Media,https://www.thecitizen.co.tz/news/-New-guidelines-on-public-transport-to-curb-Covid-19/1840340-5498184-15s9glez/index.html,3/20/20,
199,Thailand,THA,,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,"Anyone who has been in Italy, South Korea, China, or Iran in the last 14 days will be made to quarantine ",3/14/20,,Government,https://www.gov.uk/foreign-travel-advice/thailand/health,3/15/20,
571,Thailand,THA,,,Asia,Public health measures,Introduction of quarantine policies,Yes,"travellers from so-called infected zones (China incl. Hong Kong and Macau, Italy, Iran, South Korea) and passengers who have been to these countries in the past 14 days have to self-quarantine for 14 days",3/14/20,ChannelNewsAsia,Media,https://www.channelnewsasia.com/news/asia/covid19-thailand-coronavirus-releases-detailed-measures-12538698,3/16/20,
572,Thailand,THA,,,Asia,Movement restrictions,Visa restrictions,Yes,"passengers from China, Italy, Iran, South Korea are no required to apply for a visa",3/14/20,ChannelNewsAsia,Media,https://www.channelnewsasia.com/news/asia/covid19-thailand-coronavirus-releases-detailed-measures-12538698,3/16/20,
581,Thailand,THA,,,Asia,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"passengers from China, Italy, Iran, South Korea have to proivide health certificate",3/14/20,ChannelNewsAsia,Media,,3/16/20,
291,Timor-Leste,TLS,,,Asia,Movement restrictions,Visa restrictions,Yes,"China, Iran, Italy, and the Republic of Korea",,US Embassy,Government,https://tl.usembassy.gov/covid-19-information/?_ga=2.117572489.1601748976.1584185584-1155192847.1584185584,3/15/20,
295,Timor-Leste,TLS,,,Asia,Public health measures,Health screenings in airports and border crossings,No,,,US Embassy,Government,https://tl.usembassy.gov/covid-19-information/?_ga=2.117572489.1601748976.1584185584-1155192847.1584185584,3/15/20,
283,Togo,TGO,,,Africa,Public health measures,Health screenings in airports and border crossings,Yes,International airport only,,US Embassy,Government,https://tg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19/?_ga=2.85206809.1601748976.1584185584-1155192847.1584185584,3/15/20,
143,Tonga,TON,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,"People from Cina, Iraly, Iran and Daegu and Cheongdo in South Korea, need to spen 14 days of quarantine in a corona-free country",3/5/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tonga/,3/15/20,
144,Tonga,TON,,,Pacific,Movement restrictions,Travel restrictions,Yes,"People from Cina, Iraly, Iran and Daegu and Cheongdo in South Korea, need to spen 14 days of quarantine in a corona-free country",3/5/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tonga/,3/15/20,
145,Tonga,TON,,,Pacific,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"People from Cina, Iraly, Iran and Daegu and Cheongdo in South Korea, need to present a medical certificate.",3/5/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tonga/,3/15/20,
916,Tonga,TON,,,Pacific,Social and economic measures,State of emergency declared,No,"State of Emergency applied to all the land and sea areas of Tonga starting March 20 to April 17, unless further renewed.",3/20/20,Matangi Tonga newspaper,Media,https://matangitonga.to/2020/03/20/tonga-declares-soe,3/20/20,
917,Tonga,TON,,,Pacific,Movement restrictions,Border closure ,Yes,All foreign nationals are now banned from entering Tonga in a restriction effective until 17 April.,3/20/20,Matangi Tonga newspaper,Media,https://matangitonga.to/2020/03/20/tonga-declares-soe,3/20/20,
918,Tonga,TON,,,Pacific,Social distancing,Limit public gatherings,No,"Public gatherings restricted to a maximum of 20 people inside a building or 40 people outside, and people are to practice social distancing. Concerts, sports events, funerals, weddings and birthdays are also banned.",3/20/20,Matangi Tonga newspaper,Media,https://matangitonga.to/2020/03/20/tonga-declares-soe,3/20/20,
919,Tonga,TON,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,Tongan nationals must be quarantined for 14-days upon arrival.,3/20/20,Matangi Tonga newspaper,Media,https://matangitonga.to/2020/03/20/tonga-declares-soe,3/20/20,
920,Tonga,TON,,,Pacific,Social distancing,Limit public gatherings,No,"Nightclubs, bars and kava clubs to be shut down from March 25.",25/03/2020,Matangi Tonga newspaper,Media,https://matangitonga.to/2020/03/20/tonga-declares-soe,3/20/20,
923,Tonga,TON,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,Taliai Army Camp near Fua’amotu airport had been readied as an isolation centre for people who cannot be isolated at home,18/03/2020,RNZ,Media,https://www.fijitimes.com/more-covid-19-measures-implemented-across-pacific/,3/20/20,
1510,Tonga,TON,,,Pacific,Movement restrictions,Border closure ,Yes,"No more inbound flights allowed to enter the country. The restriction affects Fiji Airways, Air New Zealand, Virgin Australia, and Talofa Airways flights.",22/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412402/covid-19-tonga-s-borders-shut-down,3/23/20,
347,Trinidad and Tobago,TTO,,,Americas,Movement restrictions,Travel restrictions,Yes,"Ban for travellers from Cina, South Korea, Italy, Iran, Japan and Singapore in the 14 days before arrival. Exempted residents and permanent residents.",3/3/20,Ministry of Foreign Affairs - Italy ,Government,http://www.viaggiaresicuri.it/country/TTO,3/15/20,
641,Tunisia,TUN,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"quarantine for passengers arriving from risk countries (China, Italy, Iran, Egypt, South Korea, France, Spain, Germany, USA, Japan, Switzerland, Netherlands, UK, Sweden, Norway, Belgium, Denmark, Austria, Singapor, Malysia, Austrialia, Bahrain)",3/13/20,Ministry of Health,Government,,3/16/20,
642,Tunisia,TUN,,,Africa,Public health measures,Health screenings in airports and border crossings,No,thermal screenings at entry points,3/13/20,French Embassy,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tunisie/,3/16/20,
643,Tunisia,TUN,,,Africa,Movement restrictions,Additional health/documents requirements upon arrival,No,arriving travellers have to fill out a health questionnaire,3/13/20,French Embassy,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tunisie/,3/16/20,
644,Tunisia,TUN,,,Africa,Movement restrictions,Flights suspension,Yes,"flights to Italy suspended, reductions of flights to France",3/10/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-tunisia/tunisia-suspends-italy-flights-idUSKBN20W2Z8,3/16/20,
645,Tunisia,TUN,,,Africa,Social distancing,Limit public gatherings,No,"suspension of prayers in mosques, suspensions on certain social gatherings, restricted opening hours for cafes",3/13/20,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/stocks-collapse-coronavirus-global-pandemic-live-200312235606108.html,3/16/20,
646,Tunisia,TUN,,,Africa,Movement restrictions,Border closure ,No,closure of maritime borders,3/13/20,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/stocks-collapse-coronavirus-global-pandemic-live-200312235606108.html,3/16/20,
789,Tunisia,TUN,,,Africa,Movement restrictions,Travel restrictions,Yes,"People who travelled from China, South Korea, Iran and Italy in the previous 14 days, cannot enter the country.",3/15/20,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,3/17/20,
790,Tunisia,TUN,,,Africa,Movement restrictions,Border closure ,No,Land and airports for commercial flights. Goods and repatriation flights still on.,3/18/20,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,3/17/20,
438,Turkey,TUR,,,Middle East,Social distancing,Schools closure ,No,"1 week: all primary, middle and high schools closed, and teaching will resume via online channels. Universites will be closed for three weeks",3/16/20,Ministry of Health,Government,"https://www.saglik.gov.tr/TR,64414/cumhurbaskanligi-kulliyesinde-koronavirus-zirvesi-duzenlendi.html",3/16/20,
439,Turkey,TUR,,,Middle East,Public health measures,Health screenings in airports and border crossings,No,Health screenings in airports and maritime ports using thermal cameras,1/24/20,DailySabah,Media,https://www.dailysabah.com/tourism/2020/01/28/china-virus-sends-shockwaves-across-travel-sector-including-in-turkey,3/16/20,
441,Turkey,TUR,,,Middle East,Movement restrictions,Flights suspension,Yes,Turkey suspends all flights from China,2/5/20,Hürriyet,Media,https://www.hurriyetdailynews.com/turkey-to-suspend-flights-from-china-until-end-of-month-151705,3/16/20,
442,Turkey,TUR,,,Middle East,Movement restrictions,Flights suspension,Yes,Turkey suspends all flights from Iran,2/5/20,Guardian,Media,https://www.theguardian.com/world/2020/feb/23/turkey-and-pakistan-close-borders-with-iran-over-coronavirus-deaths,3/16/20,
445,Turkey,TUR,,,Middle East,Movement restrictions,Flights suspension,Yes,"flights from and to suspended for Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea ",3/16/20,US Embassy,Government,https://tr.usembassy.gov/covid-19-information/,3/16/20,
446,Turkey,TUR,,,Middle East,Movement restrictions,Travel restrictions,Yes,"passengers denied entry or transfer if they have been during the past 14 days in either Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea.",2/16/20,US Embassy,Government,https://tr.usembassy.gov/covid-19-information/,3/16/20,
447,Turkey,TUR,,,Middle East,Movement restrictions,Travel restrictions,Yes,"Turkish citizens have to quarantine for 14 days if the are returning fom Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea",2/16/20,US Embassy,Government,https://tr.usembassy.gov/covid-19-information/,3/16/20,
448,Turkey,TUR,,,Middle East,Movement restrictions,Border checks ,No,Closure of land borders with Iran and Iraq,2/16/20,US Embassy,Government,https://tr.usembassy.gov/covid-19-information/,3/16/20,
462,Turkey,TUR,,,Middle East,Social distancing,Limit public gatherings,No,"closure of restaurants, bars, night clubs starting on 16 March",3/16/20,Sputnik,Media,https://tr.sputniknews.com/koronavirus-salgini/202003151041603330-icisleri-bakanligindan-valiliklere-koronavirus-tedbirleri-genelgesi-eglence-yerleri-gecici-olarak/,3/16/20,
785,Turkey,TUR,,,Middle East,Social distancing,Limit public gatherings,No,"extension of the indefinite closure of bars and nightclubs to public spaces including restaurants, theaters, and sports centres",3/17/20,US Embassy,Government,https://tr.usembassy.gov/covid-19-information/,3/17/20,
786,Turkey,TUR,,,Middle East,Movement restrictions,Flights suspension,No,"extension of existing flight bans to 14 countries to 6 more countries (Switzerland, Egypt, Ireland, UAE, UK, Saudi Arabia) as of 17 March",3/17/20,Ministry of Health,Government,"https://www.saglik.gov.tr/TR,64493/saglik-bakani-koca-koronaviruse-iliskin-son-durumu-degerlendirdi.html",3/17/20,
1445,Turkey,TUR,,,Middle East,Movement restrictions,Travel restrictions,Yes,"* exception: Cargo, government, and emergency medical flights are excluded from the restriction. Emergency landing for technical reasons will also be permitted. AND all travllers from these loaction in past 14days must self-quarentine* Algeria, Angola, Austria, Azerbaijan, Bangladesh, Belgium, Cameroon, Canada, Chad, Colombia, Cote d’Ivoire, Czech Republic, Cyprus, Denmark, Djibouti, Dominican Republic, Ecuador, Egypt, Equatorial Guinea, Finland, France, Georgia, Germany, Guatemala, Hungary, India, Iran, Iraq, Ireland, Italy, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Latvia, Lebanon, mainland China, Mauritania, Moldova, Mongolia, Montenegro, Morocco, Nepal, Netherlands, Niger, North Macedonia, Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Saudi Arabia, Slovenia, South Korea, Spain, Sri Lanka, Sudan, Sweden, Switzerland, Taiwan, Tunisia, Ukraine, the United Arab Emirates (UAE), the UK and Uzbekistan.",3/18/20,Turkey Ministry of Health ,Government,https://hsgm.saglik.gov.tr/tr/covid19-algoritmalar,3/22/20,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
1446,Turkey,TUR,,,Middle East,Movement restrictions,Border closure ,Yes,"land: IRAQ, IRAN, BULGARIA and GREECE (iran:*All passenger, cargo and charter flights to and from Iran have been suspended. Turkish nationals are prohibited from entering Iran)  BULGARIA and GREECE (No restrictions on cargo transport at ground borders.Maritime travel from Greek mainland and Islands are also restricted) ",3/18/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/22/20,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html
1447,Turkey,TUR,,,Middle East,Movement restrictions,Border closure ,Yes,land and air:  Azerbaijan are suspended until further notice.,3/18/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/22/20,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html
1448,Turkey,TUR,,,Middle East,Public health measures,Health screenings in airports and border crossings,No,All international passengers are screened with a thermal camera. Those displaying signs of higher-than-average te,3/13/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,3/22/20,https://ahvalnews.com/coronavirus/turkeys-control-coronavirus-testing-kits-fuels-concerns-over-cover-surgeon
276,Turkmenistan,TKM,,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,Everyone travelling form countries with cases,,US Embassy,Government,https://tm.usembassy.gov/covid-19-information/?_ga=2.46288679.1601748976.1584185584-1155192847.1584185584,3/15/20,
277,Turkmenistan,TKM,,,Asia,Public health measures,Introduction of quarantine policies,Yes,Everyone travelling from countries with cases,,US Embassy,Government,https://tm.usembassy.gov/covid-19-information/?_ga=2.46288679.1601748976.1584185584-1155192847.1584185584,3/15/20,
