Entity,Code,Year,"Physicians (per 1,000 people) (per 1,000 people)"
Mexico,MEX,2007,1.888
Mexico,MEX,2008,1.925
Mexico,MEX,2009,1.959
Mexico,MEX,2010,1.922
Mexico,MEX,2011,2.019
Mexico,MEX,2012,2.029
Mexico,MEX,2013,2.071
Mexico,MEX,2014,2.118
Mexico,MEX,2015,2.231
Micronesia (country),FSM,1993,0.451
Micronesia (country),FSM,1999,0.573
Micronesia (country),FSM,2000,0.596
Micronesia (country),FSM,2003,0.562
Micronesia (country),FSM,2005,0.584
Micronesia (country),FSM,2008,0.613
Micronesia (country),FSM,2009,0.192
Micronesia (country),FSM,2010,0.177
Middle East & North Africa,,1990,0.683093345524138
Middle East & North Africa,,2000,1.24817273918558
Middle East & North Africa,,2013,1.31008052708948
Middle East & North Africa (IDA & IBRD),,1990,0.575011230995135
Middle East & North Africa (IDA & IBRD),,2000,1.2245548076143
Middle East & North Africa (IDA & IBRD),,2013,1.11849270915118
Middle East & North Africa (excluding high income),,1990,0.575011230995135
Middle East & North Africa (excluding high income),,2000,1.22044560464595
Middle East & North Africa (excluding high income),,2013,1.11849270915118
Middle income,,1990,1.12170006987933
Middle income,,2000,1.06228105841348
Middle income,,2013,1.28331320224265
Moldova,MDA,1980,2.816
Moldova,MDA,1981,2.895
Moldova,MDA,1982,3.007
Moldova,MDA,1983,3.089
Moldova,MDA,1984,3.193
Moldova,MDA,1985,3.297
Moldova,MDA,1986,3.37
Moldova,MDA,1987,3.444
Moldova,MDA,1988,3.52
Moldova,MDA,1989,3.573
Moldova,MDA,1990,3.55
Moldova,MDA,1991,3.484
Moldova,MDA,1992,3.51
Moldova,MDA,1993,3.555
Moldova,MDA,1994,3.564
Moldova,MDA,1995,3.513
Moldova,MDA,1996,3.562
Moldova,MDA,1997,3.582
Moldova,MDA,1998,3.631
Moldova,MDA,1999,3.245
Moldova,MDA,2000,3.18
Moldova,MDA,2001,2.694
Moldova,MDA,2003,2.636
Moldova,MDA,2006,2.66
Moldova,MDA,2007,2.668
Moldova,MDA,2010,2.439
Moldova,MDA,2011,2.467
Moldova,MDA,2012,2.469
Moldova,MDA,2013,2.561
Moldova,MDA,2014,2.537
Moldova,MDA,2015,3.198
Monaco,MCO,1970,2.4
Monaco,MCO,1971,1.958
Monaco,MCO,1972,2.208
Monaco,MCO,1973,2.25
Monaco,MCO,1974,2.375
Monaco,MCO,1975,2.36
Monaco,MCO,1976,2.417
Monaco,MCO,1977,2.4
Monaco,MCO,1978,2.32
Monaco,MCO,1979,2.36
Monaco,MCO,1980,2.385
Monaco,MCO,1981,2.231
Monaco,MCO,1982,2.185
Monaco,MCO,1989,2.857
Monaco,MCO,1992,3
Monaco,MCO,1995,5.81
Monaco,MCO,2011,6.722
Monaco,MCO,2012,6.791
Monaco,MCO,2013,6.661
Monaco,MCO,2014,6.645
Mongolia,MNG,1960,0.91
Mongolia,MNG,1965,1.378
Mongolia,MNG,1970,1.729
Mongolia,MNG,1990,2.538
Mongolia,MNG,1991,2.695
Mongolia,MNG,1992,2.618
Mongolia,MNG,1998,2.433
Mongolia,MNG,1999,2.54
Mongolia,MNG,2002,2.755
Mongolia,MNG,2008,2.884
Mongolia,MNG,2009,2.675
Mongolia,MNG,2010,2.764
Mongolia,MNG,2011,2.879
Mongolia,MNG,2012,3.061
Mongolia,MNG,2013,3.117
Mongolia,MNG,2014,3.196
Mongolia,MNG,2015,3.262
Montenegro,MNE,2006,2.03
Montenegro,MNE,2007,1.986
Montenegro,MNE,2009,2.087
Montenegro,MNE,2010,2.039
Montenegro,MNE,2011,2.008
Montenegro,MNE,2012,2.031
Montenegro,MNE,2013,2.142
Montenegro,MNE,2014,2.188
Montenegro,MNE,2015,2.343
Morocco,MAR,1960,0.106
Morocco,MAR,1965,0.082
Morocco,MAR,1970,0.076
Morocco,MAR,1975,0.076
Morocco,MAR,1981,0.054
Morocco,MAR,1982,0.064
Morocco,MAR,1987,0.217
Morocco,MAR,1988,0.214
Morocco,MAR,1993,0.214
Morocco,MAR,1994,0.363
Morocco,MAR,1997,0.46
Morocco,MAR,2001,0.483
Morocco,MAR,2004,0.531
Morocco,MAR,2007,0.589
Morocco,MAR,2009,0.652
Morocco,MAR,2010,0.62
Morocco,MAR,2014,0.618
Mozambique,MOZ,1960,0.043
Mozambique,MOZ,1965,0.056
Mozambique,MOZ,1970,0.053
Mozambique,MOZ,1980,0.025
Mozambique,MOZ,1981,0.027
Mozambique,MOZ,1982,0.026
Mozambique,MOZ,1985,0.021
Mozambique,MOZ,1989,0.028
Mozambique,MOZ,1990,0.012
Mozambique,MOZ,2000,0.024
Mozambique,MOZ,2004,0.025
Mozambique,MOZ,2006,0.025
Mozambique,MOZ,2008,0.026
Mozambique,MOZ,2009,0.044
Mozambique,MOZ,2010,0.047
Mozambique,MOZ,2011,0.051
Mozambique,MOZ,2012,0.053
Mozambique,MOZ,2013,0.055
Myanmar,MMR,1960,0.065
Myanmar,MMR,1965,0.085
Myanmar,MMR,1970,0.114
Myanmar,MMR,1981,0.203
Myanmar,MMR,1985,0.27
Myanmar,MMR,1989,0.081
Myanmar,MMR,1990,0.078
Myanmar,MMR,1995,0.293
Myanmar,MMR,1999,0.297
Myanmar,MMR,2000,0.302
Myanmar,MMR,2004,0.359
Myanmar,MMR,2005,0.372
Myanmar,MMR,2006,0.407
Myanmar,MMR,2007,0.43
Myanmar,MMR,2008,0.465
Myanmar,MMR,2009,0.478
Myanmar,MMR,2010,0.511
Myanmar,MMR,2011,0.539
Myanmar,MMR,2012,0.568
Namibia,NAM,1991,0.231
Namibia,NAM,1992,0.232
Namibia,NAM,1997,0.295
Namibia,NAM,2004,0.299
Namibia,NAM,2007,0.372
Namibia,NAM,2010,0.374
Nauru,NRU,1995,1.605
Nauru,NRU,2004,0.989
Nauru,NRU,2008,0.995
Nauru,NRU,2009,0.997
Nauru,NRU,2010,0.998
Nauru,NRU,2011,1.394
Nepal,NPL,1960,0.013
Nepal,NPL,1965,0.021
Nepal,NPL,1970,0.019
Nepal,NPL,1975,0.019
Nepal,NPL,1980,0.034
Nepal,NPL,1984,0.031
Nepal,NPL,1985,0.034
Nepal,NPL,1987,0.051
Nepal,NPL,1988,0.051
Nepal,NPL,1989,0.054
Nepal,NPL,1990,0.051
Nepal,NPL,1991,0.062
Nepal,NPL,1992,0.076
Nepal,NPL,1993,0.074
Nepal,NPL,1995,0.04
Nepal,NPL,1996,0.04
Nepal,NPL,1997,0.04
Nepal,NPL,1998,0.04
Nepal,NPL,2001,0.052
Nepal,NPL,2004,0.214
Nepal,NPL,2012,0.506
Nepal,NPL,2013,0.545
Nepal,NPL,2014,0.598
Netherlands,NLD,1960,1.1
Netherlands,NLD,1961,1.1
Netherlands,NLD,1962,1.1
Netherlands,NLD,1963,1.1
Netherlands,NLD,1964,1.1
Netherlands,NLD,1965,1.2
Netherlands,NLD,1966,1.2
Netherlands,NLD,1967,1.2
Netherlands,NLD,1968,1.2
Netherlands,NLD,1969,1.2
Netherlands,NLD,1970,1.2
Netherlands,NLD,1971,1.3
Netherlands,NLD,1972,1.4
Netherlands,NLD,1973,1.4
Netherlands,NLD,1974,1.5
Netherlands,NLD,1975,1.6
Netherlands,NLD,1976,1.7
Netherlands,NLD,1977,1.7
Netherlands,NLD,1978,1.8
Netherlands,NLD,1979,1.8
Netherlands,NLD,1980,1.9
Netherlands,NLD,1981,2
Netherlands,NLD,1982,2
Netherlands,NLD,1983,2.1
Netherlands,NLD,1984,2.2
Netherlands,NLD,1985,2.2
Netherlands,NLD,1986,2.3
Netherlands,NLD,1987,2.4
Netherlands,NLD,1988,2.4
Netherlands,NLD,1989,2.4
Netherlands,NLD,1990,2.5
Netherlands,NLD,1991,2.6
Netherlands,NLD,1998,2.9
Netherlands,NLD,1999,3.1
Netherlands,NLD,2000,3.2
Netherlands,NLD,2001,3.3
Netherlands,NLD,2002,3.1
Netherlands,NLD,2003,3.149
Netherlands,NLD,2005,3.71
Netherlands,NLD,2007,3.921
Netherlands,NLD,2014,3.424
Netherlands,NLD,2015,3.478
New Caledonia,NCL,1983,0.653
New Caledonia,NCL,1999,1.982
New Zealand,NZL,1961,1.1
New Zealand,NZL,1966,1.1
New Zealand,NZL,1971,1.1
New Zealand,NZL,1973,1.2
New Zealand,NZL,1976,1.3
New Zealand,NZL,1977,1.4
New Zealand,NZL,1978,1.4
New Zealand,NZL,1979,1.5
New Zealand,NZL,1980,1.6
New Zealand,NZL,1981,1.6
New Zealand,NZL,1982,1.6
New Zealand,NZL,1983,1.7
New Zealand,NZL,1984,1.7
New Zealand,NZL,1985,1.7
New Zealand,NZL,1986,1.8
New Zealand,NZL,1987,1.8
New Zealand,NZL,1988,1.9
New Zealand,NZL,1989,1.9
New Zealand,NZL,1990,1.9
New Zealand,NZL,1991,1.9
New Zealand,NZL,1992,1.9
New Zealand,NZL,1993,1.9
New Zealand,NZL,1994,2
New Zealand,NZL,1995,2
New Zealand,NZL,1996,2
New Zealand,NZL,1997,2.2
New Zealand,NZL,1998,2.2
New Zealand,NZL,1999,2.2
New Zealand,NZL,2001,2.311
New Zealand,NZL,2002,2.067
New Zealand,NZL,2003,2.2
New Zealand,NZL,2007,2.302
New Zealand,NZL,2008,2.547
New Zealand,NZL,2009,2.679
New Zealand,NZL,2010,2.612
New Zealand,NZL,2011,2.641
New Zealand,NZL,2012,2.698
New Zealand,NZL,2013,2.818
New Zealand,NZL,2014,2.852
New Zealand,NZL,2015,3.061
Nicaragua,NIC,1960,0.34
Nicaragua,NIC,1965,0.378
Nicaragua,NIC,1970,0.453
Nicaragua,NIC,1975,0.46
Nicaragua,NIC,1980,0.416
Nicaragua,NIC,1981,0.426
Nicaragua,NIC,1984,0.637
Nicaragua,NIC,1988,0.471
Nicaragua,NIC,1990,0.657
Nicaragua,NIC,1995,0.82
Nicaragua,NIC,1997,0.856
Nicaragua,NIC,2003,0.39
Nicaragua,NIC,2005,0.505
Nicaragua,NIC,2006,0.498
Nicaragua,NIC,2007,0.533
Nicaragua,NIC,2008,0.657
Nicaragua,NIC,2009,0.713
Nicaragua,NIC,2010,0.739
Nicaragua,NIC,2011,0.827
Nicaragua,NIC,2012,0.876
Nicaragua,NIC,2013,0.916
Nicaragua,NIC,2014,0.914
Niger,NER,1960,0.011
Niger,NER,1965,0.016
Niger,NER,1970,0.017
Niger,NER,1975,0.016
Niger,NER,1984,0.025
Niger,NER,1990,0.018
Niger,NER,1992,0.027
Niger,NER,1994,0.023
Niger,NER,1996,0.024
Niger,NER,1997,0.035
Niger,NER,1998,0.033
Niger,NER,2002,0.033
Niger,NER,2004,0.023
Niger,NER,2008,0.019
Niger,NER,2010,0.019
Nigeria,NGA,1960,0.017
Nigeria,NGA,1965,0.043
Nigeria,NGA,1970,0.05
Nigeria,NGA,1975,0.049
Nigeria,NGA,1980,0.113
Nigeria,NGA,1982,0.149
Nigeria,NGA,1985,0.192
Nigeria,NGA,1986,0.187
Nigeria,NGA,1989,0.192
Nigeria,NGA,1992,0.185
Nigeria,NGA,1993,0.192
Nigeria,NGA,2000,0.269
Nigeria,NGA,2003,0.263
Nigeria,NGA,2005,0.281
Nigeria,NGA,2006,0.346
Nigeria,NGA,2007,0.376
Nigeria,NGA,2008,0.374
Nigeria,NGA,2009,0.376
Nigeria,NGA,2010,0.395
North America,,1990,1.83005363824465
North America,,2000,2.51476100806095
North America,,2013,2.56509887078167
North Korea,PRK,1982,2.549
North Korea,PRK,1983,2.511
North Korea,PRK,1995,2.97
North Korea,PRK,2003,3.181
North Korea,PRK,2008,3.297
North Korea,PRK,2011,2.777
North Korea,PRK,2012,3.451
North Korea,PRK,2014,3.507
Northern Mariana Islands,MNP,1999,0.445
Norway,NOR,1960,1.2
Norway,NOR,1962,1.2
Norway,NOR,1963,1.1
Norway,NOR,1964,1.2
Norway,NOR,1965,1.3
Norway,NOR,1966,1.3
Norway,NOR,1967,1.3
Norway,NOR,1968,1.4
Norway,NOR,1969,1.4
Norway,NOR,1970,1.4
Norway,NOR,1971,1.5
Norway,NOR,1972,1.5
Norway,NOR,1973,1.6
Norway,NOR,1974,1.7
Norway,NOR,1975,1.7
Norway,NOR,1976,1.8
Norway,NOR,1977,1.9
Norway,NOR,1978,1.9
Norway,NOR,1979,1.9
Norway,NOR,1980,2
Norway,NOR,1981,2
Norway,NOR,1982,2.1
Norway,NOR,1983,2.1
Norway,NOR,1984,2.2
Norway,NOR,1985,2.2
Norway,NOR,1986,2.3
Norway,NOR,1987,2.5
Norway,NOR,1991,2.6
Norway,NOR,1992,2.6
Norway,NOR,1993,2.6
Norway,NOR,1994,2.7
Norway,NOR,1995,2.8
Norway,NOR,1996,2.8
Norway,NOR,1997,2.5
Norway,NOR,1998,2.7
Norway,NOR,1999,2.8
Norway,NOR,2000,2.9
Norway,NOR,2001,3
Norway,NOR,2002,3.1
Norway,NOR,2003,3.1
Norway,NOR,2006,3.77
Norway,NOR,2007,3.889
Norway,NOR,2008,4.076
Norway,NOR,2009,4.053
Norway,NOR,2010,4.112
Norway,NOR,2011,4.187
Norway,NOR,2012,4.232
Norway,NOR,2013,4.303
Norway,NOR,2014,4.42
Norway,NOR,2015,4.385
OECD members,,1990,2.00147274125322
OECD members,,2000,2.5384621291545
OECD members,,2013,2.86381389578626
Oman,OMN,1960,0.03
Oman,OMN,1965,0.038
Oman,OMN,1970,0.108
Oman,OMN,1975,0.107
Oman,OMN,1980,0.467
Oman,OMN,1982,0.549
Oman,OMN,1985,0.523
Oman,OMN,1987,0.834
Oman,OMN,1989,0.883
Oman,OMN,1990,0.795
Oman,OMN,1993,0.884
Oman,OMN,1995,1.13
Oman,OMN,1997,0.862
Oman,OMN,1998,0.943
Oman,OMN,1999,0.977
Oman,OMN,2000,1.455
Oman,OMN,2002,1.257
Oman,OMN,2004,1.581
Oman,OMN,2005,1.668
Oman,OMN,2006,1.793
Oman,OMN,2007,1.892
Oman,OMN,2008,1.958
Oman,OMN,2009,2.014
Oman,OMN,2010,1.991
Oman,OMN,2011,1.971
Oman,OMN,2012,1.99
Oman,OMN,2014,1.541
Oman,OMN,2016,1.915
Other small states,,1990,0.866135157796171
Other small states,,2013,1.09046793390468
Pacific island small states,,1990,0.275968807268112
Pacific island small states,,2000,0.369617935431024
Pacific island small states,,2013,0.491977310009152
Pakistan,PAK,1960,0.185
Pakistan,PAK,1970,0.232
Pakistan,PAK,1975,0.233
Pakistan,PAK,1980,0.285
Pakistan,PAK,1981,0.344
Pakistan,PAK,1982,0.342
Pakistan,PAK,1986,0.351
Pakistan,PAK,1990,0.462
Pakistan,PAK,1991,0.48
Pakistan,PAK,1992,0.528
Pakistan,PAK,1993,0.54
Pakistan,PAK,1994,0.554
Pakistan,PAK,1995,0.568
Pakistan,PAK,1996,0.591
Pakistan,PAK,1997,0.609
Pakistan,PAK,1998,0.626
Pakistan,PAK,1999,0.644
Pakistan,PAK,2000,0.664
Pakistan,PAK,2001,0.681
Pakistan,PAK,2004,0.774
Pakistan,PAK,2005,0.824
Pakistan,PAK,2007,0.8
Pakistan,PAK,2008,0.821
Pakistan,PAK,2009,0.838
Pakistan,PAK,2010,0.852
Pakistan,PAK,2011,0.877
Pakistan,PAK,2014,0.806
Pakistan,PAK,2015,0.978
Palau,PLW,1998,1.404
Palau,PLW,2000,1.58
Palau,PLW,2006,1.299
Palau,PLW,2009,1.426
Palau,PLW,2010,1.417
Palau,PLW,2014,1.185
Palestine,PSE,1998,0.5
Palestine,PSE,2001,0.837
Panama,PAN,1960,0.356
Panama,PAN,1965,0.478
Panama,PAN,1970,0.613
Panama,PAN,1975,0.597
Panama,PAN,1981,0.993
Panama,PAN,1984,1.021
Panama,PAN,1985,1.006
Panama,PAN,1988,1.793
Panama,PAN,1990,1.113
Panama,PAN,1991,1.122
Panama,PAN,1992,1.144
Panama,PAN,1993,1.178
Panama,PAN,1994,1.126
Panama,PAN,1995,1.167
Panama,PAN,1996,1.206
Panama,PAN,1997,1.204
Panama,PAN,1998,1.194
Panama,PAN,1999,1.233
Panama,PAN,2000,1.502
Panama,PAN,2001,1.245
Panama,PAN,2002,1.337
Panama,PAN,2003,1.343
Panama,PAN,2004,1.325
Panama,PAN,2005,1.352
Panama,PAN,2006,1.354
Panama,PAN,2007,1.309
Panama,PAN,2008,1.388
Panama,PAN,2009,1.317
Panama,PAN,2010,1.414
Panama,PAN,2011,1.508
Panama,PAN,2012,1.609
Panama,PAN,2013,1.594
Papua New Guinea,PNG,1965,0.079
Papua New Guinea,PNG,1970,0.086
Papua New Guinea,PNG,1973,0.056
Papua New Guinea,PNG,1975,0.085
Papua New Guinea,PNG,1980,0.062
Papua New Guinea,PNG,1981,0.062
Papua New Guinea,PNG,1985,0.162
Papua New Guinea,PNG,1990,0.073
Papua New Guinea,PNG,1998,0.073
Papua New Guinea,PNG,2000,0.051
Papua New Guinea,PNG,2008,0.051
Papua New Guinea,PNG,2010,0.055
Paraguay,PRY,1960,0.534
Paraguay,PRY,1965,0.533
Paraguay,PRY,1970,0.435
Paraguay,PRY,1975,0.439
Paraguay,PRY,1979,0.563
Paraguay,PRY,1981,0.579
Paraguay,PRY,1984,0.701
Paraguay,PRY,1985,0.675
Paraguay,PRY,1988,0.64
Paraguay,PRY,1990,0.65
Paraguay,PRY,1991,0.813
Paraguay,PRY,1994,0.28
Paraguay,PRY,1995,0.73
Paraguay,PRY,1997,1.098
Paraguay,PRY,2000,1.17
Paraguay,PRY,2002,1.154
Paraguay,PRY,2012,1.286
Peru,PER,1960,0.51
Peru,PER,1965,0.605
Peru,PER,1970,0.521
Peru,PER,1975,0.526
Peru,PER,1979,0.692
Peru,PER,1980,0.716
Peru,PER,1981,0.76
Peru,PER,1982,0.846
Peru,PER,1983,0.902
Peru,PER,1984,0.908
Peru,PER,1985,0.929
Peru,PER,1986,0.984
Peru,PER,1987,0.983
Peru,PER,1988,0.965
Peru,PER,1989,1.035
Peru,PER,1990,1.064
Peru,PER,1992,1.03
Peru,PER,1995,0.98
Peru,PER,1997,0.932
Peru,PER,1999,1.166
Peru,PER,2009,0.94
Peru,PER,2010,0.92
Peru,PER,2012,1.116
Philippines,PHL,1960,0.146
Philippines,PHL,1970,0.111
Philippines,PHL,1975,0.113
Philippines,PHL,1980,0.128
Philippines,PHL,1981,0.15
Philippines,PHL,1984,0.154
Philippines,PHL,1985,0.154
Philippines,PHL,1989,0.124
Philippines,PHL,1990,0.119
Philippines,PHL,1992,0.108
Philippines,PHL,1996,1.23
Philippines,PHL,1997,1.24
Philippines,PHL,2000,0.568
Philippines,PHL,2002,1.112
Philippines,PHL,2004,1.11
Poland,POL,1960,1
Poland,POL,1961,1
Poland,POL,1962,1.1
Poland,POL,1963,1.1
Poland,POL,1964,1.2
Poland,POL,1965,1.2
Poland,POL,1966,1.3
Poland,POL,1967,1.3
Poland,POL,1968,1.4
Poland,POL,1969,1.4
Poland,POL,1970,1.4
Poland,POL,1971,1.5
Poland,POL,1972,1.5
Poland,POL,1973,1.5
Poland,POL,1974,1.6
Poland,POL,1975,1.6
Poland,POL,1976,1.6
Poland,POL,1977,1.7
Poland,POL,1978,1.7
Poland,POL,1979,1.7
Poland,POL,1980,1.8
Poland,POL,1981,1.8
Poland,POL,1982,1.8
Poland,POL,1983,1.9
Poland,POL,1984,1.9
Poland,POL,1985,2
Poland,POL,1986,2
Poland,POL,1987,2.1
Poland,POL,1988,2.1
Poland,POL,1989,2.1
Poland,POL,1990,2.1
Poland,POL,1991,2.2
Poland,POL,1992,2.2
Poland,POL,1993,2.2
Poland,POL,1994,2.3
Poland,POL,1995,2.3
Poland,POL,1996,2.4
Poland,POL,1997,2.4
Poland,POL,1998,2.3
Poland,POL,1999,2.3
Poland,POL,2000,2.2
Poland,POL,2001,2.3
Poland,POL,2002,2.3
Poland,POL,2003,2.469
Poland,POL,2005,1.97
Poland,POL,2006,2.012
Poland,POL,2008,2.144
Poland,POL,2010,2.157
Poland,POL,2011,2.182
Poland,POL,2012,2.202
Poland,POL,2013,2.207
Poland,POL,2014,2.271
Poland,POL,2015,2.29
Portugal,PRT,1960,0.8
Portugal,PRT,1961,0.8
Portugal,PRT,1962,0.9
Portugal,PRT,1963,0.8
Portugal,PRT,1964,0.8
Portugal,PRT,1965,0.9
Portugal,PRT,1966,0.9
Portugal,PRT,1967,0.9
Portugal,PRT,1968,1
Portugal,PRT,1969,0.9
Portugal,PRT,1970,0.9
Portugal,PRT,1971,1
Portugal,PRT,1972,1
Portugal,PRT,1973,1.1
Portugal,PRT,1974,1.2
Portugal,PRT,1975,1.2
Portugal,PRT,1976,1.3
Portugal,PRT,1977,1.5
Portugal,PRT,1978,1.7
Portugal,PRT,1979,1.9
Portugal,PRT,1980,2
Portugal,PRT,1981,2.1
Portugal,PRT,1982,2.2
Portugal,PRT,1983,2.3
Portugal,PRT,1984,2.4
Portugal,PRT,1985,2.5
Portugal,PRT,1986,2.6
Portugal,PRT,1987,2.6
Portugal,PRT,1988,2.7
Portugal,PRT,1989,2.8
Portugal,PRT,1990,2.8
Portugal,PRT,1991,2.8
Portugal,PRT,1992,2.9
Portugal,PRT,1993,2.9
Portugal,PRT,1994,2.9
Portugal,PRT,1995,2.9
Portugal,PRT,1996,3
Portugal,PRT,1997,3
Portugal,PRT,1998,3.1
Portugal,PRT,1999,3.1
Portugal,PRT,2000,3.2
Portugal,PRT,2001,3.2
Portugal,PRT,2002,3.257
Portugal,PRT,2003,3.311
Portugal,PRT,2004,3.372
Portugal,PRT,2005,3.448
Portugal,PRT,2006,3.511
Portugal,PRT,2007,3.593
Portugal,PRT,2008,3.681
Portugal,PRT,2009,3.786
Portugal,PRT,2010,3.842
Portugal,PRT,2011,3.983
Portugal,PRT,2012,4.101
Portugal,PRT,2013,4.26
Portugal,PRT,2014,4.426
Post-demographic dividend,,1990,2.32770291329705
Post-demographic dividend,,2000,2.79021649792883
Post-demographic dividend,,2013,3.12153589208209
Pre-demographic dividend,,1990,0.125725448091276
Pre-demographic dividend,,2000,0.174156522046196
Pre-demographic dividend,,2013,0.206129925320365
Puerto Rico,PRI,1995,1.75
Qatar,QAT,1970,0.513
Qatar,QAT,1981,0.738
Qatar,QAT,1986,1.676
Qatar,QAT,1990,1.5
Qatar,QAT,1996,1.26
Qatar,QAT,1997,1.26
Qatar,QAT,2001,2.217
Qatar,QAT,2005,2.569
Qatar,QAT,2006,2.34
Qatar,QAT,2008,3.319
Qatar,QAT,2009,3.222
Qatar,QAT,2010,3.919
Qatar,QAT,2014,1.964
Romania,ROU,1960,1.269
Romania,ROU,1965,1.316
Romania,ROU,1970,1.185
Romania,ROU,1971,1.208
Romania,ROU,1973,1.242
Romania,ROU,1975,1.318
Romania,ROU,1976,1.332
Romania,ROU,1977,1.355
Romania,ROU,1978,1.377
Romania,ROU,1979,1.413
Romania,ROU,1980,1.476
Romania,ROU,1981,1.541
Romania,ROU,1982,1.635
Romania,ROU,1983,1.972
Romania,ROU,1984,1.724
Romania,ROU,1985,1.762
Romania,ROU,1986,1.783
Romania,ROU,1987,1.79
Romania,ROU,1988,1.805
Romania,ROU,1989,1.811
Romania,ROU,1990,1.802
Romania,ROU,1991,1.816
Romania,ROU,1992,1.866
Romania,ROU,1993,1.77
Romania,ROU,1994,1.765
Romania,ROU,1995,1.768
Romania,ROU,1996,1.81
Romania,ROU,1997,1.791
Romania,ROU,1998,1.836
Romania,ROU,1999,1.909
Romania,ROU,2000,1.889
Romania,ROU,2001,1.887
Romania,ROU,2002,1.972
Romania,ROU,2003,1.905
Romania,ROU,2006,1.917
Romania,ROU,2010,2.502
Romania,ROU,2011,2.543
Romania,ROU,2012,2.625
Romania,ROU,2013,2.669
Russia,RUS,1985,3.871
Russia,RUS,1986,3.939
Russia,RUS,1987,4.004
Russia,RUS,1988,4.04
Russia,RUS,1989,4.085
Russia,RUS,1990,4.07
Russia,RUS,1991,4.046
Russia,RUS,1992,3.872
Russia,RUS,1993,3.972
Russia,RUS,1994,3.835
Russia,RUS,1995,3.859
Russia,RUS,1996,4.096
Russia,RUS,1997,4.155
Russia,RUS,1998,4.209
Russia,RUS,1999,4.194
Russia,RUS,2001,4.172
Russia,RUS,2002,4
Russia,RUS,2003,4.252
Russia,RUS,2004,4
Russia,RUS,2005,4
Russia,RUS,2006,4.309
Russia,RUS,2010,5
Russia,RUS,2011,4.244
Russia,RUS,2012,4.031
Russia,RUS,2013,4.022
Russia,RUS,2014,4.163
Russia,RUS,2015,3.975
Rwanda,RWA,1960,0.008
Rwanda,RWA,1965,0.014
Rwanda,RWA,1970,0.017
Rwanda,RWA,1975,0.017
Rwanda,RWA,1980,0.032
Rwanda,RWA,1981,0.031
Rwanda,RWA,1983,0.029
Rwanda,RWA,1985,0.027
Rwanda,RWA,1989,0.04
Rwanda,RWA,1993,0.04
Rwanda,RWA,2002,0.019
Rwanda,RWA,2004,0.049
Rwanda,RWA,2005,0.024
Rwanda,RWA,2008,0.052
Rwanda,RWA,2009,0.055
Rwanda,RWA,2010,0.055
Rwanda,RWA,2015,0.064
Saint Kitts and Nevis,KNA,1960,0.235
Saint Kitts and Nevis,KNA,1970,0.312
Saint Kitts and Nevis,KNA,1980,0.36
Saint Kitts and Nevis,KNA,1984,0.458
Saint Kitts and Nevis,KNA,1990,0.686
Saint Kitts and Nevis,KNA,1991,0.683
Saint Kitts and Nevis,KNA,1992,0.75
Saint Kitts and Nevis,KNA,1993,0.765
Saint Kitts and Nevis,KNA,1994,0.921
Saint Kitts and Nevis,KNA,1995,1.073
Saint Kitts and Nevis,KNA,1996,1.106
Saint Kitts and Nevis,KNA,1997,1.094
Saint Kitts and Nevis,KNA,1998,1.036
Saint Kitts and Nevis,KNA,1999,1.024
Saint Kitts and Nevis,KNA,2000,1.095
Saint Kitts and Nevis,KNA,2001,1.06
Saint Lucia,LCA,1960,0.139
Saint Lucia,LCA,1970,0.187
Saint Lucia,LCA,1984,0.285
Saint Lucia,LCA,1990,0.35
Saint Lucia,LCA,1991,0.393
Saint Lucia,LCA,1993,0.544
Saint Lucia,LCA,1995,0.56
Saint Lucia,LCA,1997,0.473
Saint Lucia,LCA,2001,0.819
Saint Lucia,LCA,2002,0.437
Saint Lucia,LCA,2003,0.464
Saint Lucia,LCA,2004,0.416
Saint Lucia,LCA,2005,0.502
Saint Lucia,LCA,2007,0.182
Saint Lucia,LCA,2008,0.156
Saint Lucia,LCA,2009,0.103
Saint Vincent and the Grenadines,VCT,1960,0.1
Saint Vincent and the Grenadines,VCT,1970,0.182
Saint Vincent and the Grenadines,VCT,1984,0.266
Saint Vincent and the Grenadines,VCT,1990,0.46
Saint Vincent and the Grenadines,VCT,1991,0.135
Saint Vincent and the Grenadines,VCT,1995,0.46
Saint Vincent and the Grenadines,VCT,1997,0.935
Saint Vincent and the Grenadines,VCT,2000,0.825
Saint Vincent and the Grenadines,VCT,2001,0.574
Samoa,WSM,1960,0.441
Samoa,WSM,1970,0.35
Samoa,WSM,1980,0.361
Samoa,WSM,1981,0.404
Samoa,WSM,1986,0.28
Samoa,WSM,1989,0.207
Samoa,WSM,1992,0.365
Samoa,WSM,1996,0.344
Samoa,WSM,1998,0.33
Samoa,WSM,1999,0.691
Samoa,WSM,2003,0.281
Samoa,WSM,2005,0.278
Samoa,WSM,2008,0.463
Samoa,WSM,2010,0.344
San Marino,SMR,1980,2.06
San Marino,SMR,1981,2.218
San Marino,SMR,1982,2.181
San Marino,SMR,1983,2.247
San Marino,SMR,1984,2.166
San Marino,SMR,1985,2.287
San Marino,SMR,1986,2.399
San Marino,SMR,1987,2.519
San Marino,SMR,1988,2.538
San Marino,SMR,1989,2.423
San Marino,SMR,2011,5.01
San Marino,SMR,2012,5.261
San Marino,SMR,2013,5.225
San Marino,SMR,2014,6.363
