Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-03-29,CZ,Moravian-Silesian Region,-72.0,-21.0,-14.0,-63.0,-27.0,10.0
2020-03-29,CZ,Olomouc Region,-72.0,-27.0,-15.0,-74.0,-27.0,10.0
2020-03-29,CZ,Pardubice Region,-74.0,-27.0,-1.0,-73.0,-28.0,10.0
2020-03-29,CZ,Plzeň Region,-74.0,-29.0,-8.0,-55.0,-30.0,10.0
2020-03-29,CZ,Prague,-77.0,-30.0,-58.0,-71.0,-38.0,15.0
2020-03-29,CZ,South Bohemian Region,-72.0,-27.0,-17.0,-60.0,-29.0,9.0
2020-03-29,CZ,South Moravian Region,-70.0,-24.0,5.0,-50.0,-28.0,11.0
2020-03-29,CZ,Vysocina Region,-74.0,-21.0,27.0,-55.0,-28.0,10.0
2020-03-29,CZ,Zlin Region,-71.0,-25.0,1.0,-65.0,-29.0,9.0
2020-03-29,CZ,Ústí nad Labem Region,-71.0,-25.0,-28.0,-56.0,-26.0,9.0
2020-03-29,NO,Total,-65.0,-32.0,-5.0,-57.0,-34.0,11.0
2020-03-29,NO,Agder,-59.0,-21.0,-1.0,-39.0,-31.0,9.0
2020-03-29,NO,Innlandet,-66.0,-37.0,-8.0,-54.0,-32.0,10.0
2020-03-29,NO,Møre og Romsdal,-73.0,-38.0,-40.0,-67.0,-29.0,10.0
2020-03-29,NO,Nordland,-61.0,-18.0,24.0,-71.0,-24.0,8.0
2020-03-29,NO,Oslo,-68.0,-26.0,-7.0,-64.0,-45.0,14.0
2020-03-29,NO,Rogaland,-61.0,-38.0,4.0,-58.0,-35.0,11.0
2020-03-29,NO,Troms Og Finnmark,-74.0,-46.0,-24.0,-71.0,-32.0,10.0
2020-03-29,NO,Trondelag,-74.0,-41.0,-15.0,-68.0,-37.0,13.0
2020-03-29,NO,Vestfold Og Telemark,-59.0,-23.0,13.0,-52.0,-30.0,10.0
2020-03-29,NO,Vestland,-71.0,-47.0,-31.0,-66.0,-36.0,12.0
2020-03-29,NO,Viken,-56.0,-21.0,24.0,-59.0,-33.0,11.0
2020-03-29,SI,Total,-88.0,-92.0,-43.0,-54.0,-45.0,13.0
2020-03-29,SI,Administrative unit Maribor,-90.0,-95.0,-53.0,-69.0,-45.0,27.0
2020-03-29,SI,Ajdovščina,-86.0,-41.0,,-65.0,-56.0,
2020-03-29,SI,Brežice,-91.0,-55.0,,,-57.0,
2020-03-29,SI,Celje,-88.0,-94.0,-58.0,-52.0,-39.0,11.0
2020-03-29,SI,Cerknica,-83.0,,,,-53.0,
2020-03-29,SI,Domžale,-89.0,-89.0,,-55.0,-39.0,22.0
2020-03-29,SI,Dravograd,-70.0,,,,-45.0,
2020-03-29,SI,Gornja Radgona,-88.0,-33.0,,,-48.0,
2020-03-29,SI,Grosuplje,-90.0,-43.0,,,-38.0,2.0
2020-03-29,SI,Idrija,-66.0,-45.0,,,-55.0,
2020-03-29,SI,Ilirska Bistrica,-80.0,,,,-55.0,
2020-03-29,SI,Izola,-84.0,-33.0,,,-63.0,
2020-03-29,SI,Jesenice,-90.0,-53.0,-67.0,-61.0,-53.0,
2020-03-29,SI,Kamnik,-95.0,-47.0,,,-39.0,2.0
2020-03-29,SI,Koper,-92.0,-85.0,-63.0,-73.0,-47.0,13.0
2020-03-29,SI,Kočevje,-73.0,-51.0,,,-52.0,
2020-03-29,SI,Kranj,-90.0,-91.0,,-75.0,-52.0,30.0
2020-03-29,SI,Krško,-71.0,-54.0,,,-36.0,
2020-03-29,SI,Laško,-80.0,-51.0,,,-53.0,
2020-03-29,SI,Lenart,-89.0,-41.0,,,-51.0,
2020-03-29,SI,Lendava,-78.0,-55.0,,,-48.0,
2020-03-29,SI,Litija,-77.0,-35.0,,,-53.0,
2020-03-29,SI,Ljubljana,-87.0,-91.0,-51.0,-58.0,-44.0,15.0
2020-03-29,SI,Ljutomer,-88.0,-48.0,,,-52.0,
2020-03-29,SI,Logatec,-88.0,-47.0,,-81.0,-53.0,
2020-03-29,SI,Metlika,,,,,-58.0,
2020-03-29,SI,Mozirje,-80.0,-45.0,,,-53.0,
2020-03-29,SI,Municipality of Hrastnik,,,,,-53.0,
2020-03-29,SI,Murska Sobota,-90.0,-39.0,,-44.0,-50.0,1.0
2020-03-29,SI,Nova Gorica,-89.0,-49.0,,-60.0,-52.0,2.0
2020-03-29,SI,Novo Mesto,-90.0,-45.0,,,-37.0,19.0
2020-03-29,SI,Ormož,-61.0,-50.0,,,-59.0,
2020-03-29,SI,Pesnica,-83.0,,,,-55.0,
2020-03-29,SI,Piran,-90.0,-81.0,-53.0,,-61.0,
2020-03-29,SI,Postojna,-73.0,-46.0,,-51.0,-51.0,
2020-03-29,SI,Ptuj,-95.0,-92.0,,-61.0,-37.0,18.0
2020-03-29,SI,Radlje ob Dravi,-81.0,-45.0,,,-49.0,
2020-03-29,SI,Radovljica,-94.0,-50.0,-62.0,-61.0,-61.0,
2020-03-29,SI,Ravne na Koroškem,-76.0,-41.0,,,-30.0,
2020-03-29,SI,Ribnica,,,,,-52.0,
2020-03-29,SI,Ruše,-78.0,,,,-52.0,
2020-03-29,SI,Sevnica,-85.0,-40.0,,,-51.0,
2020-03-29,SI,Sežana,-95.0,-57.0,,,-44.0,
2020-03-29,SI,Slovenj Gradec,-86.0,-57.0,,,-58.0,
2020-03-29,SI,Slovenska Bistrica,-100.0,-49.0,,,-36.0,
2020-03-29,SI,Slovenske Konjice,-91.0,-36.0,,,-48.0,
2020-03-29,SI,Tolmin,-68.0,-49.0,,,-54.0,
2020-03-29,SI,Trbovlje,-86.0,-41.0,,,-50.0,
2020-03-29,SI,Trebnje,-92.0,-49.0,,,-57.0,
2020-03-29,SI,Tržič,-84.0,-44.0,,,-54.0,
2020-03-29,SI,Velenje,-93.0,-58.0,,-59.0,-47.0,0.0
2020-03-29,SI,Vrhnika,-88.0,-42.0,,,-50.0,
2020-03-29,SI,Zagorje ob Savi,-76.0,-45.0,,,-59.0,
2020-03-29,SI,Črnomelj,-70.0,-47.0,,,-47.0,
2020-03-29,SI,Šentjur,-74.0,-44.0,,,-54.0,
2020-03-29,SI,Škofja Loka,-90.0,-43.0,,-63.0,-64.0,1.0
2020-03-29,SI,Šmarje pri Jelšah,-82.0,-60.0,2.0,,-58.0,
2020-03-29,SI,Žalec,-100.0,-42.0,,,-41.0,0.0
2020-03-29,KR,Total,-19.0,11.0,51.0,-17.0,-12.0,6.0
2020-03-29,PE,Total,-82.0,-57.0,-76.0,-83.0,-55.0,29.0
2020-03-29,SN,Total,-44.0,-31.0,-28.0,-50.0,-10.0,12.0
2020-03-29,IL,Total,-67.0,-13.0,-56.0,-61.0,-59.0,30.0
2020-03-29,TJ,Total,-8.0,-8.0,4.0,-17.0,10.0,-3.0
2020-03-29,NI,Total,-45.0,-25.0,-31.0,-38.0,-17.0,11.0
2020-03-29,BH,Total,-45.0,-22.0,-40.0,-38.0,-25.0,16.0
2020-03-29,SE,Total,-24.0,-10.0,43.0,-36.0,-18.0,5.0
2020-03-29,SE,Blekinge County,-6.0,-5.0,26.0,-23.0,-18.0,9.0
2020-03-29,SE,Dalarna County,-34.0,-15.0,1.0,-30.0,-17.0,5.0
2020-03-29,SE,Gavleborg County,-27.0,-10.0,10.0,-27.0,-14.0,5.0
2020-03-29,SE,Gotland County,-12.0,-6.0,,-45.0,-10.0,7.0
2020-03-29,SE,Halland County,-13.0,-7.0,74.0,-25.0,-14.0,5.0
2020-03-29,SE,Jamtland County,-41.0,-25.0,3.0,-46.0,-16.0,8.0
2020-03-29,SE,Jonkoping County,-24.0,-7.0,30.0,-29.0,-23.0,6.0
2020-03-29,SE,Kalmar County,-11.0,-5.0,21.0,-27.0,-13.0,5.0
2020-03-29,SE,Kronoberg County,-19.0,-6.0,-51.0,-35.0,-17.0,8.0
2020-03-29,SE,Norrbotten County,-30.0,-14.0,60.0,-38.0,-15.0,2.0
2020-03-29,SE,Skåne County,-23.0,-8.0,23.0,-43.0,-16.0,6.0
2020-03-29,SE,Stockholm County,-31.0,-14.0,24.0,-45.0,-21.0,7.0
2020-03-29,SE,Södermanland County,-18.0,-7.0,46.0,-41.0,-19.0,5.0
2020-03-29,SE,Uppsala County,-27.0,-9.0,35.0,-36.0,-18.0,7.0
2020-03-29,SE,Varmland County,-28.0,-11.0,0.0,-25.0,-13.0,5.0
2020-03-29,SE,Västerbotten County,-27.0,-10.0,34.0,-32.0,-18.0,3.0
2020-03-29,SE,Västernorrland County,-26.0,-9.0,-14.0,-26.0,-17.0,4.0
2020-03-29,SE,Västmanland County,-18.0,-7.0,-25.0,-32.0,-17.0,5.0
2020-03-29,SE,Västra Götaland County,-24.0,-9.0,38.0,-34.0,-18.0,6.0
2020-03-29,SE,Örebro County,-18.0,-7.0,59.0,-28.0,-18.0,5.0
2020-03-29,SE,Östergötland County,-18.0,-12.0,60.0,-33.0,-17.0,5.0
2020-03-29,HR,Total,-82.0,-57.0,-45.0,-74.0,-50.0,15.0
2020-03-29,HR,Bjelovar-Bilogora County,-85.0,-58.0,-23.0,-70.0,-46.0,20.0
2020-03-29,HR,Brod-Posavina County,-81.0,-59.0,,-83.0,-51.0,23.0
2020-03-29,HR,City of Zagreb,-85.0,-61.0,-51.0,-76.0,-51.0,16.0
2020-03-29,HR,Dubrovnik-Neretva County,-78.0,-54.0,-29.0,-66.0,-52.0,22.0
2020-03-29,HR,Istria County,-74.0,-55.0,-35.0,-76.0,-45.0,15.0
2020-03-29,HR,Karlovac County,-83.0,-56.0,-16.0,-66.0,-48.0,30.0
2020-03-29,HR,Koprivnica-Križevci County,-81.0,-58.0,,,-44.0,25.0
2020-03-29,HR,Krapina-Zagorje County,-87.0,-63.0,,-72.0,-48.0,34.0
2020-03-29,HR,Lika-Senj County,-73.0,-44.0,-58.0,-83.0,-46.0,
2020-03-29,HR,Međimurje County,-86.0,-64.0,,-84.0,-54.0,27.0
2020-03-29,HR,Osijek-Baranja County,-83.0,-54.0,-14.0,-73.0,-47.0,17.0
2020-03-29,HR,Požega-Slavonia County,-83.0,-58.0,,-75.0,-49.0,0.0
2020-03-29,HR,Primorje-Gorski Kotar County,-82.0,-58.0,-47.0,-81.0,-48.0,15.0
2020-03-29,HR,Sisak-Moslavina County,-76.0,-61.0,-51.0,-71.0,-43.0,27.0
2020-03-29,HR,Split-Dalmatia County,-83.0,-52.0,-33.0,-76.0,-55.0,17.0
2020-03-29,HR,Varaždin County,-86.0,-61.0,-62.0,-83.0,-50.0,30.0
2020-03-29,HR,Virovitica-Podravina County,-80.0,-53.0,,-79.0,-46.0,1.0
2020-03-29,HR,Vukovar-Srijem County,-81.0,-52.0,,-70.0,-48.0,24.0
2020-03-29,HR,Zadar County,-77.0,-51.0,-19.0,-75.0,-47.0,25.0
2020-03-29,HR,Zagreb County,-85.0,-59.0,-64.0,-72.0,-53.0,15.0
2020-03-29,HR,Šibenik-Knin County,-78.0,-47.0,-12.0,-67.0,-48.0,15.0
2020-03-29,BB,Total,-70.0,-47.0,-60.0,-77.0,-52.0,15.0
2020-03-29,BB,Christ Church,-81.0,-57.0,,-83.0,-51.0,17.0
2020-03-29,BB,Saint George,-35.0,,-53.0,,-29.0,
2020-03-29,BB,Saint James,-76.0,-50.0,,,-56.0,
2020-03-29,BB,Saint John,,,,,-36.0,
2020-03-29,BB,Saint Michael,-70.0,-48.0,-70.0,-73.0,-55.0,14.0
2020-03-29,BB,Saint Peter,-74.0,-18.0,,,-31.0,
2020-03-29,BB,Saint Philip,-72.0,-49.0,,,-49.0,
2020-03-29,BB,Saint Thomas,-13.0,,,,-29.0,
2020-03-29,EG,Total,-50.0,-24.0,-40.0,-52.0,-35.0,15.0
2020-03-29,CV,Total,-60.0,-48.0,-57.0,-88.0,-40.0,19.0
2020-03-29,LV,Total,-50.0,-22.0,-18.0,-48.0,-25.0,7.0
2020-03-29,GR,Total,-80.0,-41.0,-55.0,-76.0,-53.0,20.0
2020-03-29,JM,Total,-53.0,-36.0,-50.0,-50.0,-29.0,12.0
2020-03-29,UY,Total,-75.0,-45.0,-79.0,-71.0,-35.0,22.0
2020-03-29,UY,Artigas Department,-60.0,-45.0,-71.0,-77.0,-24.0,-3.0
2020-03-29,UY,Canelones Department,-74.0,-49.0,-77.0,-75.0,-31.0,20.0
2020-03-29,UY,Cerro Largo Department,-74.0,-43.0,-76.0,-73.0,-28.0,13.0
2020-03-29,UY,Colonia Department,-78.0,-51.0,-84.0,-90.0,-38.0,21.0
2020-03-29,UY,Durazno Department,-68.0,-39.0,-68.0,-79.0,-21.0,-2.0
2020-03-29,UY,Flores Department,-83.0,-38.0,-72.0,,-20.0,
2020-03-29,UY,Florida Department,-63.0,-37.0,-78.0,-70.0,-23.0,13.0
2020-03-29,UY,Lavalleja Department,-53.0,-35.0,-76.0,-69.0,-22.0,-2.0
2020-03-29,UY,Maldonado Department,-87.0,-65.0,-88.0,-86.0,-56.0,24.0
2020-03-29,UY,Montevideo Department,-73.0,-37.0,-72.0,-58.0,-37.0,23.0
2020-03-29,UY,Paysandú Department,-68.0,-22.0,-75.0,-78.0,-23.0,18.0
2020-03-29,UY,Rivera Department,-71.0,-33.0,-76.0,-67.0,-33.0,12.0
2020-03-29,UY,Rocha Department,-89.0,-75.0,-89.0,-90.0,-41.0,9.0
2020-03-29,UY,Río Negro Department,-72.0,-49.0,-82.0,-64.0,-27.0,-3.0
2020-03-29,UY,Salto Department,-71.0,-49.0,-74.0,-68.0,-30.0,17.0
2020-03-29,UY,San José Department,-60.0,-40.0,-78.0,-61.0,-23.0,19.0
2020-03-29,UY,Soriano Department,-67.0,-52.0,-78.0,,-28.0,13.0
2020-03-29,UY,Tacuarembó Department,-67.0,-43.0,-77.0,-76.0,-25.0,15.0
2020-03-29,UY,Treinta y Tres Department,-60.0,-24.0,-75.0,-55.0,-20.0,
2020-03-29,BO,Total,-93.0,-94.0,-89.0,-92.0,-72.0,35.0
2020-03-29,HU,Total,-66.0,-43.0,-7.0,-53.0,-32.0,10.0
2020-03-29,HU,Baranya,-70.0,-45.0,27.0,-45.0,-30.0,9.0
2020-03-29,HU,Borsod-Abaúj-Zemplén,-59.0,-47.0,19.0,-38.0,-28.0,8.0
2020-03-29,HU,Budapest,-74.0,-40.0,-38.0,-67.0,-39.0,12.0
2020-03-29,HU,Bács-Kiskun,-62.0,-42.0,10.0,-47.0,-27.0,9.0
2020-03-29,HU,Békés County,-54.0,-39.0,15.0,-43.0,-23.0,7.0
2020-03-29,HU,Csongrád,-66.0,-40.0,-12.0,-39.0,-28.0,10.0
2020-03-29,HU,Fejér,-58.0,-43.0,24.0,-48.0,-30.0,9.0
2020-03-29,HU,Gyor-Moson-Sopron,-71.0,-48.0,-6.0,-51.0,-42.0,11.0
2020-03-29,HU,Hajdú-Bihar,-63.0,-46.0,34.0,-52.0,-28.0,9.0
2020-03-29,HU,Heves County,-62.0,-48.0,-35.0,-48.0,-34.0,12.0
2020-03-29,HU,Jász-Nagykun-Szolnok,-52.0,-38.0,32.0,-49.0,-25.0,8.0
2020-03-29,HU,Komárom-Esztergom,-57.0,-40.0,51.0,-46.0,-28.0,9.0
2020-03-29,HU,Nógrád County,-51.0,-40.0,-29.0,-30.0,-24.0,15.0
2020-03-29,HU,Pest County,-56.0,-42.0,57.0,-34.0,-31.0,10.0
2020-03-29,HU,Somogy County,-58.0,-44.0,1.0,-44.0,-30.0,10.0
2020-03-29,HU,Szabolcs-Szatmár-Bereg,-57.0,-52.0,4.0,-43.0,-25.0,7.0
2020-03-29,HU,Tolna County,-50.0,-44.0,,-44.0,-28.0,18.0
2020-03-29,HU,Vas County,-68.0,-50.0,19.0,-55.0,-38.0,13.0
2020-03-29,HU,Veszprém,-57.0,-44.0,5.0,-43.0,-33.0,9.0
2020-03-29,HU,Zala County,-66.0,-52.0,-25.0,-48.0,-35.0,11.0
2020-03-29,BE,Total,-84.0,-53.0,-66.0,-76.0,-52.0,17.0
2020-03-29,BE,Brussels,-89.0,-65.0,-64.0,-82.0,-62.0,19.0
2020-03-29,BE,Flanders,-82.0,-46.0,-65.0,-74.0,-50.0,17.0
2020-03-29,BE,Wallonia,-84.0,-62.0,-72.0,-77.0,-52.0,16.0
2020-03-29,US,Total,-47.0,-22.0,-19.0,-51.0,-38.0,12.0
2020-03-29,US,Alabama,-41.0,-13.0,19.0,-30.0,-32.0,9.0
2020-03-29,US,Alaska,-48.0,-27.0,18.0,-55.0,-33.0,10.0
2020-03-29,US,Arizona,-40.0,-17.0,-7.0,-41.0,-33.0,10.0
2020-03-29,US,Arkansas,-29.0,-7.0,81.0,-22.0,-27.0,7.0
2020-03-29,US,California,-50.0,-24.0,-38.0,-54.0,-39.0,15.0
2020-03-29,US,Colorado,-51.0,-27.0,-12.0,-60.0,-40.0,13.0
2020-03-29,US,Connecticut,-56.0,-32.0,-52.0,-64.0,-38.0,15.0
2020-03-29,US,Delaware,-47.0,-28.0,-6.0,-57.0,-37.0,12.0
2020-03-29,US,District of Columbia,-64.0,-30.0,-41.0,-68.0,-47.0,14.0
2020-03-29,US,Florida,-50.0,-26.0,-48.0,-63.0,-41.0,13.0
2020-03-29,US,Georgia,-42.0,-17.0,-2.0,-52.0,-37.0,11.0
2020-03-29,US,Hawaii,-56.0,-36.0,-65.0,-72.0,-45.0,16.0
2020-03-29,US,Idaho,-42.0,-18.0,25.0,-34.0,-38.0,10.0
2020-03-29,US,Illinois,-53.0,-24.0,-29.0,-55.0,-39.0,13.0
2020-03-29,US,Indiana,-48.0,-25.0,24.0,-34.0,-36.0,11.0
2020-03-29,US,Iowa,-43.0,-10.0,41.0,-28.0,-29.0,10.0
2020-03-29,US,Kansas,-36.0,-14.0,72.0,-20.0,-30.0,9.0
2020-03-29,US,Kentucky,-37.0,-11.0,68.0,-34.0,-34.0,9.0
2020-03-29,US,Louisiana,-45.0,-16.0,-18.0,-49.0,-35.0,11.0
2020-03-29,US,Maine,-50.0,-22.0,-24.0,-56.0,-31.0,10.0
2020-03-29,US,Maryland,-45.0,-25.0,29.0,-51.0,-39.0,13.0
2020-03-29,US,Massachusetts,-59.0,-36.0,-56.0,-73.0,-42.0,16.0
2020-03-29,US,Michigan,-58.0,-28.0,15.0,-55.0,-43.0,12.0
2020-03-29,US,Minnesota,-58.0,-35.0,-16.0,-64.0,-38.0,14.0
2020-03-29,US,Mississippi,-32.0,-7.0,27.0,-29.0,-30.0,9.0
2020-03-29,US,Missouri,-38.0,-12.0,73.0,-34.0,-32.0,9.0
2020-03-29,US,Montana,-51.0,-25.0,28.0,-37.0,-37.0,10.0
2020-03-29,US,Nebraska,-34.0,-9.0,109.0,-18.0,-24.0,8.0
2020-03-29,US,Nevada,-47.0,-23.0,-38.0,-62.0,-52.0,14.0
2020-03-29,US,New Hampshire,-58.0,-35.0,-63.0,-63.0,-38.0,13.0
2020-03-29,US,New Jersey,-59.0,-33.0,-36.0,-70.0,-44.0,16.0
2020-03-29,US,New Mexico,-44.0,-18.0,-12.0,-31.0,-34.0,11.0
2020-03-29,US,New York,-62.0,-32.0,-47.0,-68.0,-46.0,16.0
2020-03-29,US,North Carolina,-40.0,-15.0,13.0,-51.0,-35.0,10.0
2020-03-29,US,North Dakota,-44.0,-13.0,73.0,-36.0,-24.0,9.0
2020-03-29,US,Ohio,-43.0,-19.0,117.0,-33.0,-35.0,10.0
2020-03-29,US,Oklahoma,-36.0,-12.0,29.0,-23.0,-32.0,9.0
2020-03-29,US,Oregon,-51.0,-25.0,-22.0,-47.0,-38.0,12.0
2020-03-29,US,Pennsylvania,-50.0,-27.0,7.0,-52.0,-38.0,12.0
2020-03-29,US,Rhode Island,-55.0,-30.0,-50.0,-67.0,-37.0,14.0
2020-03-29,US,South Carolina,-38.0,-11.0,-4.0,-34.0,-34.0,9.0
2020-03-29,US,South Dakota,-35.0,-3.0,126.0,-31.0,-25.0,8.0
2020-03-29,US,Tennessee,-35.0,-9.0,35.0,-35.0,-34.0,8.0
2020-03-29,US,Texas,-45.0,-23.0,-27.0,-47.0,-36.0,13.0
2020-03-29,US,Utah,-41.0,-14.0,26.0,-44.0,-40.0,10.0
2020-03-29,US,Vermont,-62.0,-42.0,-55.0,-71.0,-43.0,13.0
2020-03-29,US,Virginia,-39.0,-16.0,46.0,-50.0,-36.0,11.0
2020-03-29,US,Washington,-48.0,-26.0,-11.0,-56.0,-41.0,13.0
2020-03-29,US,West Virginia,-38.0,-16.0,52.0,-31.0,-33.0,8.0
2020-03-29,US,Wisconsin,-55.0,-30.0,-12.0,-50.0,-34.0,13.0
2020-03-29,US,Wyoming,-37.0,-13.0,29.0,-14.0,-29.0,8.0
2020-03-29,TG,Total,-37.0,-25.0,-21.0,-41.0,-9.0,16.0
2020-03-29,EC,Total,-84.0,-66.0,-80.0,-80.0,-61.0,26.0
2020-03-29,CR,Total,-68.0,-41.0,-71.0,-68.0,-39.0,21.0
2020-03-29,NG,Total,-39.0,-25.0,-24.0,-34.0,-11.0,15.0
2020-03-29,SA,Total,-54.0,-24.0,-49.0,-75.0,-45.0,23.0
2020-03-29,BF,Total,-34.0,-25.0,-22.0,-53.0,-3.0,15.0
2020-03-29,SK,Total,-82.0,-89.0,-9.0,-61.0,-38.0,10.0
2020-03-29,SK,Banská Bystrica Region,-81.0,-88.0,5.0,-59.0,-36.0,9.0
2020-03-29,SK,Bratislava Region,-83.0,-91.0,-3.0,-64.0,-40.0,12.0
2020-03-29,SK,Košice Region,-81.0,-90.0,67.0,-60.0,-34.0,9.0
2020-03-29,SK,Nitra Region,-81.0,-90.0,29.0,-58.0,-36.0,9.0
2020-03-29,SK,Prešov Region,-82.0,-90.0,-55.0,-71.0,-41.0,10.0
2020-03-29,SK,Trenčín Region,-78.0,-88.0,3.0,-57.0,-40.0,9.0
2020-03-29,SK,Trnava Region,-81.0,-89.0,45.0,-62.0,-38.0,10.0
2020-03-29,SK,Žilina Region,-83.0,-88.0,-25.0,-68.0,-41.0,10.0
2020-03-29,ML,Total,-25.0,-18.0,-12.0,-36.0,0.0,9.0
2020-03-29,AG,Total,-46.0,-21.0,-30.0,-67.0,-48.0,
2020-03-29,KW,Total,-56.0,-30.0,-48.0,-49.0,-42.0,23.0
2020-03-29,KW,Al Ahmadi Governorate,-52.0,-28.0,-40.0,-37.0,-34.0,20.0
2020-03-29,KW,Al Asimah Governate,-65.0,-34.0,-56.0,-53.0,-50.0,21.0
2020-03-29,KW,Al Farwaniyah Governorate,-50.0,-31.0,-47.0,-55.0,-37.0,24.0
2020-03-29,KW,Al Jahra Governorate,-46.0,-30.0,-38.0,-18.0,-32.0,19.0
2020-03-29,KW,Hawalli Governorate,-61.0,-28.0,-53.0,-40.0,-52.0,26.0
2020-03-29,KW,Mubarak Al-Kabeer Governorate,-56.0,-34.0,-51.0,-42.0,-52.0,21.0
2020-03-29,IE,Total,-83.0,-37.0,-59.0,-78.0,-52.0,19.0
2020-03-29,IE,County Carlow,-83.0,-35.0,-52.0,-64.0,-48.0,9.0
2020-03-29,IE,County Cavan,-81.0,-39.0,-41.0,-57.0,-45.0,21.0
2020-03-29,IE,County Clare,-78.0,-30.0,-54.0,-74.0,-49.0,25.0
2020-03-29,IE,County Cork,-81.0,-40.0,-54.0,-73.0,-51.0,19.0
2020-03-29,IE,County Donegal,-81.0,-39.0,-49.0,-56.0,-47.0,21.0
2020-03-29,IE,County Dublin,-85.0,-35.0,-64.0,-82.0,-58.0,21.0
2020-03-29,IE,County Galway,-82.0,-36.0,-60.0,-68.0,-51.0,21.0
2020-03-29,IE,County Kerry,-83.0,-44.0,-54.0,-76.0,-53.0,22.0
2020-03-29,IE,County Kildare,-84.0,-36.0,-66.0,-71.0,-51.0,21.0
2020-03-29,IE,County Kilkenny,-82.0,-37.0,-65.0,-77.0,-47.0,23.0
2020-03-29,IE,County Laois,-79.0,-40.0,,-77.0,-48.0,22.0
2020-03-29,IE,County Leitrim,-93.0,-41.0,,,-50.0,
2020-03-29,IE,County Limerick,-82.0,-35.0,-57.0,-74.0,-46.0,21.0
2020-03-29,IE,County Longford,-77.0,-40.0,,,-45.0,
2020-03-29,IE,County Louth,-84.0,-39.0,-67.0,-84.0,-49.0,24.0
2020-03-29,IE,County Mayo,-85.0,-44.0,-31.0,-78.0,-47.0,22.0
2020-03-29,IE,County Meath,-80.0,-33.0,-54.0,-59.0,-49.0,21.0
2020-03-29,IE,County Monaghan,-80.0,-43.0,,-58.0,-49.0,18.0
2020-03-29,IE,County Offaly,-79.0,-38.0,-40.0,-65.0,-47.0,22.0
2020-03-29,IE,County Roscommon,-86.0,-38.0,,,-43.0,18.0
2020-03-29,IE,County Sligo,-89.0,-44.0,-48.0,-69.0,-44.0,9.0
2020-03-29,IE,County Tipperary,-80.0,-36.0,-61.0,-73.0,-46.0,21.0
2020-03-29,IE,County Waterford,-87.0,-45.0,-75.0,-77.0,-46.0,20.0
2020-03-29,IE,County Westmeath,-85.0,-48.0,-45.0,-75.0,-52.0,24.0
2020-03-29,IE,County Wexford,-83.0,-42.0,-70.0,-71.0,-52.0,22.0
2020-03-29,IE,County Wicklow,-89.0,-40.0,-79.0,-76.0,-53.0,27.0
2020-03-29,BA,Total,-76.0,-50.0,-22.0,-59.0,-50.0,13.0
2020-03-29,MK,Total,-74.0,-41.0,-44.0,-69.0,-51.0,18.0
2020-03-29,KZ,Total,-45.0,-24.0,-20.0,-32.0,-17.0,9.0
2020-03-29,ZW,Total,-2.0,24.0,-4.0,-6.0,14.0,13.0
2020-03-29,PG,Total,-20.0,-9.0,-12.0,-46.0,11.0,
2020-03-29,LU,Total,-90.0,-70.0,-66.0,-78.0,-60.0,23.0
2020-04-05,EG,Total,-46.0,-11.0,-36.0,-51.0,-35.0,15.0
2020-04-05,CV,Total,-63.0,-48.0,-55.0,-87.0,-34.0,
2020-04-05,SE,Total,-25.0,-9.0,69.0,-37.0,-18.0,6.0
2020-04-05,SE,Blekinge County,-3.0,-6.0,26.0,-7.0,-17.0,10.0
2020-04-05,SE,Dalarna County,-42.0,-15.0,-13.0,-38.0,-20.0,7.0
2020-04-05,SE,Gavleborg County,-29.0,-8.0,15.0,-26.0,-16.0,5.0
2020-04-05,SE,Gotland County,-3.0,-8.0,,-44.0,-6.0,7.0
2020-04-05,SE,Halland County,-11.0,-5.0,30.0,-15.0,-14.0,5.0
2020-04-05,SE,Jamtland County,-35.0,-27.0,28.0,-45.0,-18.0,10.0
2020-04-05,SE,Jonkoping County,-24.0,-7.0,61.0,-25.0,-21.0,5.0
2020-04-05,SE,Kalmar County,-15.0,-2.0,81.0,-19.0,-12.0,5.0
2020-04-05,SE,Kronoberg County,-23.0,-7.0,,-29.0,-18.0,10.0
2020-04-05,SE,Norrbotten County,-31.0,-10.0,110.0,-35.0,-18.0,2.0
2020-04-05,SE,Skåne County,-17.0,-4.0,117.0,-36.0,-13.0,4.0
2020-04-05,SE,Stockholm County,-34.0,-15.0,12.0,-51.0,-22.0,8.0
2020-04-05,SE,Södermanland County,-21.0,-9.0,41.0,-45.0,-20.0,6.0
2020-04-05,SE,Uppsala County,-30.0,-7.0,26.0,-43.0,-20.0,8.0
2020-04-05,SE,Varmland County,-33.0,-11.0,-19.0,-34.0,-15.0,6.0
2020-04-05,SE,Västerbotten County,-29.0,-8.0,67.0,-35.0,-19.0,4.0
2020-04-05,SE,Västernorrland County,-27.0,-7.0,-14.0,-30.0,-17.0,5.0
2020-04-05,SE,Västmanland County,-21.0,-7.0,43.0,-39.0,-18.0,6.0
2020-04-05,SE,Västra Götaland County,-23.0,-8.0,75.0,-32.0,-18.0,5.0
2020-04-05,SE,Örebro County,-26.0,-7.0,34.0,-33.0,-17.0,6.0
2020-04-05,SE,Östergötland County,-20.0,-11.0,72.0,-35.0,-17.0,6.0
