season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2017-2018,201814,04/07/18,Northern,Parainfluenza_2,0,60,0.00
2017-2018,201814,04/07/18,Northern,Parainfluenza_3,2,60,3.33
2017-2018,201814,04/07/18,Northern,Parainfluenza_4,0,60,0.00
2017-2018,201814,04/07/18,Northern,Parainfluenza_UnknownType,0,60,0.00
2017-2018,201814,04/07/18,Northern,Total_Parainfluenza,2,60,3.33
2017-2018,201814,04/07/18,Upper Southern,Influenza_A,3,559,0.54
2017-2018,201814,04/07/18,Upper Southern,Influenza_B,25,559,4.47
2017-2018,201814,04/07/18,Upper Southern,Total_Influenza,28,559,5.01
2017-2018,201814,04/07/18,Upper Southern,RSV,26,525,4.95
2017-2018,201814,04/07/18,Upper Southern,Adenovirus,10,344,2.91
2017-2018,201814,04/07/18,Upper Southern,Coronavirus_HKU1,0,175,0.00
2017-2018,201814,04/07/18,Upper Southern,Coronavirus_NL63,0,175,0.00
2017-2018,201814,04/07/18,Upper Southern,Coronavirus_OC43,0,175,0.00
2017-2018,201814,04/07/18,Upper Southern,Coronavirus_229E,0,175,0.00
2017-2018,201814,04/07/18,Upper Southern,Coronavirus_UnknownType,2,175,1.14
2017-2018,201814,04/07/18,Upper Southern,Total_Coronavirus,2,175,1.14
2017-2018,201814,04/07/18,Upper Southern,Enterovirus_Rhinovirus,59,344,17.15
2017-2018,201814,04/07/18,Upper Southern,HMPV,48,344,13.95
2017-2018,201814,04/07/18,Upper Southern,Parainfluenza_1,0,344,0.00
2017-2018,201814,04/07/18,Upper Southern,Parainfluenza_2,0,344,0.00
2017-2018,201814,04/07/18,Upper Southern,Parainfluenza_3,3,344,0.87
2017-2018,201814,04/07/18,Upper Southern,Parainfluenza_4,0,344,0.00
2017-2018,201814,04/07/18,Upper Southern,Parainfluenza_UnknownType,0,344,0.00
2017-2018,201814,04/07/18,Upper Southern,Total_Parainfluenza,3,344,0.87
2017-2018,201814,04/07/18,Upper/Lower Southern,Influenza_A,6,806,0.74
2017-2018,201814,04/07/18,Upper/Lower Southern,Influenza_B,37,806,4.59
2017-2018,201814,04/07/18,Upper/Lower Southern,Total_Influenza,43,806,5.33
2017-2018,201814,04/07/18,Upper/Lower Southern,RSV,67,806,8.31
2017-2018,201814,04/07/18,Upper/Lower Southern,Adenovirus,13,806,1.61
2017-2018,201814,04/07/18,Upper/Lower Southern,Coronavirus_HKU1,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Coronavirus_NL63,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Coronavirus_OC43,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Coronavirus_229E,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Coronavirus_UnknownType,13,806,1.61
2017-2018,201814,04/07/18,Upper/Lower Southern,Total_Coronavirus,13,806,1.61
2017-2018,201814,04/07/18,Upper/Lower Southern,Enterovirus_Rhinovirus,116,806,14.39
2017-2018,201814,04/07/18,Upper/Lower Southern,HMPV,86,806,10.67
2017-2018,201814,04/07/18,Upper/Lower Southern,Parainfluenza_1,2,806,0.25
2017-2018,201814,04/07/18,Upper/Lower Southern,Parainfluenza_2,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Parainfluenza_3,16,806,1.99
2017-2018,201814,04/07/18,Upper/Lower Southern,Parainfluenza_4,3,806,0.37
2017-2018,201814,04/07/18,Upper/Lower Southern,Parainfluenza_UnknownType,0,806,0.00
2017-2018,201814,04/07/18,Upper/Lower Southern,Total_Parainfluenza,21,806,2.61
2017-2018,201815,04/14/18,Bay Area,Influenza_A,18,555,3.24
2017-2018,201815,04/14/18,Bay Area,Influenza_B,51,555,9.19
2017-2018,201815,04/14/18,Bay Area,Total_Influenza,69,555,12.43
2017-2018,201815,04/14/18,Bay Area,RSV,25,555,4.50
2017-2018,201815,04/14/18,Bay Area,Adenovirus,7,244,2.87
2017-2018,201815,04/14/18,Bay Area,Coronavirus_HKU1,0,0,
2017-2018,201815,04/14/18,Bay Area,Coronavirus_NL63,0,0,
2017-2018,201815,04/14/18,Bay Area,Coronavirus_OC43,0,0,
2017-2018,201815,04/14/18,Bay Area,Coronavirus_229E,0,0,
2017-2018,201815,04/14/18,Bay Area,Coronavirus_UnknownType,0,0,
2017-2018,201815,04/14/18,Bay Area,Total_Coronavirus,0,0,
2017-2018,201815,04/14/18,Bay Area,Enterovirus_Rhinovirus,33,244,13.52
2017-2018,201815,04/14/18,Bay Area,HMPV,13,244,5.33
2017-2018,201815,04/14/18,Bay Area,Parainfluenza_1,0,244,0.00
2017-2018,201815,04/14/18,Bay Area,Parainfluenza_2,0,244,0.00
2017-2018,201815,04/14/18,Bay Area,Parainfluenza_3,7,244,2.87
2017-2018,201815,04/14/18,Bay Area,Parainfluenza_4,1,244,0.41
2017-2018,201815,04/14/18,Bay Area,Parainfluenza_UnknownType,0,244,0.00
2017-2018,201815,04/14/18,Bay Area,Total_Parainfluenza,8,244,3.28
2017-2018,201815,04/14/18,California,Influenza_A,42,2425,1.73
2017-2018,201815,04/14/18,California,Influenza_B,134,2425,5.53
2017-2018,201815,04/14/18,California,Total_Influenza,176,2425,7.26
2017-2018,201815,04/14/18,California,RSV,96,2074,4.63
2017-2018,201815,04/14/18,California,Adenovirus,31,1485,2.09
2017-2018,201815,04/14/18,California,Coronavirus_HKU1,2,1043,0.19
2017-2018,201815,04/14/18,California,Coronavirus_NL63,0,1043,0.00
2017-2018,201815,04/14/18,California,Coronavirus_OC43,0,1043,0.00
2017-2018,201815,04/14/18,California,Coronavirus_229E,0,1043,0.00
2017-2018,201815,04/14/18,California,Coronavirus_UnknownType,9,1043,0.86
2017-2018,201815,04/14/18,California,Total_Coronavirus,11,1043,1.05
2017-2018,201815,04/14/18,California,Enterovirus_Rhinovirus,283,1485,19.06
2017-2018,201815,04/14/18,California,HMPV,150,1485,10.10
2017-2018,201815,04/14/18,California,Parainfluenza_1,0,1485,0.00
2017-2018,201815,04/14/18,California,Parainfluenza_2,0,1485,0.00
2017-2018,201815,04/14/18,California,Parainfluenza_3,30,1485,2.02
2017-2018,201815,04/14/18,California,Parainfluenza_4,1,1485,0.07
2017-2018,201815,04/14/18,California,Parainfluenza_UnknownType,0,1485,0.00
2017-2018,201815,04/14/18,California,Total_Parainfluenza,31,1485,2.09
2017-2018,201815,04/14/18,Central,Influenza_A,6,152,3.95
2017-2018,201815,04/14/18,Central,Influenza_B,15,152,9.87
2017-2018,201815,04/14/18,Central,Total_Influenza,21,152,13.82
2017-2018,201815,04/14/18,Central,RSV,11,117,9.40
2017-2018,201815,04/14/18,Central,Adenovirus,5,71,7.04
2017-2018,201815,04/14/18,Central,Coronavirus_HKU1,1,59,1.69
2017-2018,201815,04/14/18,Central,Coronavirus_NL63,0,59,0.00
2017-2018,201815,04/14/18,Central,Coronavirus_OC43,0,59,0.00
2017-2018,201815,04/14/18,Central,Coronavirus_229E,0,59,0.00
2017-2018,201815,04/14/18,Central,Coronavirus_UnknownType,0,59,0.00
2017-2018,201815,04/14/18,Central,Total_Coronavirus,1,59,1.69
2017-2018,201815,04/14/18,Central,Enterovirus_Rhinovirus,20,71,28.17
2017-2018,201815,04/14/18,Central,HMPV,6,71,8.45
2017-2018,201815,04/14/18,Central,Parainfluenza_1,0,71,0.00
2017-2018,201815,04/14/18,Central,Parainfluenza_2,0,71,0.00
2017-2018,201815,04/14/18,Central,Parainfluenza_3,0,71,0.00
2017-2018,201815,04/14/18,Central,Parainfluenza_4,0,71,0.00
2017-2018,201815,04/14/18,Central,Parainfluenza_UnknownType,0,71,0.00
2017-2018,201815,04/14/18,Central,Total_Parainfluenza,0,71,0.00
2017-2018,201815,04/14/18,Lower Southern,Influenza_A,3,392,0.77
2017-2018,201815,04/14/18,Lower Southern,Influenza_B,14,392,3.57
2017-2018,201815,04/14/18,Lower Southern,Total_Influenza,17,392,4.34
2017-2018,201815,04/14/18,Lower Southern,RSV,2,125,1.60
2017-2018,201815,04/14/18,Lower Southern,Adenovirus,2,106,1.89
2017-2018,201815,04/14/18,Lower Southern,Coronavirus_HKU1,1,106,0.94
2017-2018,201815,04/14/18,Lower Southern,Coronavirus_NL63,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Coronavirus_OC43,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Coronavirus_229E,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Coronavirus_UnknownType,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Total_Coronavirus,1,106,0.94
2017-2018,201815,04/14/18,Lower Southern,Enterovirus_Rhinovirus,30,106,28.30
2017-2018,201815,04/14/18,Lower Southern,HMPV,13,106,12.26
2017-2018,201815,04/14/18,Lower Southern,Parainfluenza_1,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Parainfluenza_2,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Parainfluenza_3,2,106,1.89
2017-2018,201815,04/14/18,Lower Southern,Parainfluenza_4,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Parainfluenza_UnknownType,0,106,0.00
2017-2018,201815,04/14/18,Lower Southern,Total_Parainfluenza,2,106,1.89
2017-2018,201815,04/14/18,Northern,Influenza_A,6,144,4.17
2017-2018,201815,04/14/18,Northern,Influenza_B,19,144,13.19
2017-2018,201815,04/14/18,Northern,Total_Influenza,25,144,17.36
2017-2018,201815,04/14/18,Northern,RSV,8,116,6.90
2017-2018,201815,04/14/18,Northern,Adenovirus,1,39,2.56
2017-2018,201815,04/14/18,Northern,Coronavirus_HKU1,0,0,
2017-2018,201815,04/14/18,Northern,Coronavirus_NL63,0,0,
2017-2018,201815,04/14/18,Northern,Coronavirus_OC43,0,0,
2017-2018,201815,04/14/18,Northern,Coronavirus_229E,0,0,
2017-2018,201815,04/14/18,Northern,Coronavirus_UnknownType,0,0,
2017-2018,201815,04/14/18,Northern,Total_Coronavirus,0,0,
2017-2018,201815,04/14/18,Northern,Enterovirus_Rhinovirus,9,39,23.08
2017-2018,201815,04/14/18,Northern,HMPV,3,39,7.69
2017-2018,201815,04/14/18,Northern,Parainfluenza_1,0,39,0.00
2017-2018,201815,04/14/18,Northern,Parainfluenza_2,0,39,0.00
2017-2018,201815,04/14/18,Northern,Parainfluenza_3,1,39,2.56
2017-2018,201815,04/14/18,Northern,Parainfluenza_4,0,39,0.00
2017-2018,201815,04/14/18,Northern,Parainfluenza_UnknownType,0,39,0.00
2017-2018,201815,04/14/18,Northern,Total_Parainfluenza,1,39,2.56
2017-2018,201815,04/14/18,Upper Southern,Influenza_A,4,480,0.83
2017-2018,201815,04/14/18,Upper Southern,Influenza_B,16,480,3.33
2017-2018,201815,04/14/18,Upper Southern,Total_Influenza,20,480,4.17
2017-2018,201815,04/14/18,Upper Southern,RSV,21,459,4.58
2017-2018,201815,04/14/18,Upper Southern,Adenovirus,8,323,2.48
2017-2018,201815,04/14/18,Upper Southern,Coronavirus_HKU1,0,176,0.00
2017-2018,201815,04/14/18,Upper Southern,Coronavirus_NL63,0,176,0.00
2017-2018,201815,04/14/18,Upper Southern,Coronavirus_OC43,0,176,0.00
2017-2018,201815,04/14/18,Upper Southern,Coronavirus_229E,0,176,0.00
2017-2018,201815,04/14/18,Upper Southern,Coronavirus_UnknownType,1,176,0.57
2017-2018,201815,04/14/18,Upper Southern,Total_Coronavirus,1,176,0.57
2017-2018,201815,04/14/18,Upper Southern,Enterovirus_Rhinovirus,70,323,21.67
2017-2018,201815,04/14/18,Upper Southern,HMPV,32,323,9.91
2017-2018,201815,04/14/18,Upper Southern,Parainfluenza_1,0,323,0.00
2017-2018,201815,04/14/18,Upper Southern,Parainfluenza_2,0,323,0.00
2017-2018,201815,04/14/18,Upper Southern,Parainfluenza_3,6,323,1.86
2017-2018,201815,04/14/18,Upper Southern,Parainfluenza_4,0,323,0.00
2017-2018,201815,04/14/18,Upper Southern,Parainfluenza_UnknownType,0,323,0.00
2017-2018,201815,04/14/18,Upper Southern,Total_Parainfluenza,6,323,1.86
2017-2018,201815,04/14/18,Upper/Lower Southern,Influenza_A,5,702,0.71
2017-2018,201815,04/14/18,Upper/Lower Southern,Influenza_B,19,702,2.71
2017-2018,201815,04/14/18,Upper/Lower Southern,Total_Influenza,24,702,3.42
2017-2018,201815,04/14/18,Upper/Lower Southern,RSV,29,702,4.13
2017-2018,201815,04/14/18,Upper/Lower Southern,Adenovirus,8,702,1.14
2017-2018,201815,04/14/18,Upper/Lower Southern,Coronavirus_HKU1,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Coronavirus_NL63,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Coronavirus_OC43,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Coronavirus_229E,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Coronavirus_UnknownType,8,702,1.14
2017-2018,201815,04/14/18,Upper/Lower Southern,Total_Coronavirus,8,702,1.14
2017-2018,201815,04/14/18,Upper/Lower Southern,Enterovirus_Rhinovirus,121,702,17.24
2017-2018,201815,04/14/18,Upper/Lower Southern,HMPV,83,702,11.82
2017-2018,201815,04/14/18,Upper/Lower Southern,Parainfluenza_1,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Parainfluenza_2,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Parainfluenza_3,14,702,1.99
2017-2018,201815,04/14/18,Upper/Lower Southern,Parainfluenza_4,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Parainfluenza_UnknownType,0,702,0.00
2017-2018,201815,04/14/18,Upper/Lower Southern,Total_Parainfluenza,14,702,1.99
2017-2018,201816,04/21/18,Bay Area,Influenza_A,13,423,3.07
2017-2018,201816,04/21/18,Bay Area,Influenza_B,30,423,7.09
2017-2018,201816,04/21/18,Bay Area,Total_Influenza,43,423,10.17
2017-2018,201816,04/21/18,Bay Area,RSV,12,423,2.84
2017-2018,201816,04/21/18,Bay Area,Adenovirus,7,194,3.61
2017-2018,201816,04/21/18,Bay Area,Coronavirus_HKU1,0,0,
2017-2018,201816,04/21/18,Bay Area,Coronavirus_NL63,0,0,
2017-2018,201816,04/21/18,Bay Area,Coronavirus_OC43,0,0,
2017-2018,201816,04/21/18,Bay Area,Coronavirus_229E,0,0,
2017-2018,201816,04/21/18,Bay Area,Coronavirus_UnknownType,0,0,
2017-2018,201816,04/21/18,Bay Area,Total_Coronavirus,0,0,
2017-2018,201816,04/21/18,Bay Area,Enterovirus_Rhinovirus,17,194,8.76
2017-2018,201816,04/21/18,Bay Area,HMPV,13,194,6.70
2017-2018,201816,04/21/18,Bay Area,Parainfluenza_1,0,194,0.00
2017-2018,201816,04/21/18,Bay Area,Parainfluenza_2,0,194,0.00
2017-2018,201816,04/21/18,Bay Area,Parainfluenza_3,11,194,5.67
2017-2018,201816,04/21/18,Bay Area,Parainfluenza_4,0,194,0.00
2017-2018,201816,04/21/18,Bay Area,Parainfluenza_UnknownType,0,194,0.00
2017-2018,201816,04/21/18,Bay Area,Total_Parainfluenza,11,194,5.67
2017-2018,201816,04/21/18,California,Influenza_A,32,1973,1.62
2017-2018,201816,04/21/18,California,Influenza_B,64,1973,3.24
2017-2018,201816,04/21/18,California,Total_Influenza,96,1973,4.87
2017-2018,201816,04/21/18,California,RSV,69,1698,4.06
2017-2018,201816,04/21/18,California,Adenovirus,49,1224,4.00
2017-2018,201816,04/21/18,California,Coronavirus_HKU1,2,838,0.24
2017-2018,201816,04/21/18,California,Coronavirus_NL63,0,838,0.00
2017-2018,201816,04/21/18,California,Coronavirus_OC43,1,838,0.12
2017-2018,201816,04/21/18,California,Coronavirus_229E,2,838,0.24
2017-2018,201816,04/21/18,California,Coronavirus_UnknownType,6,838,0.72
2017-2018,201816,04/21/18,California,Total_Coronavirus,11,838,1.31
2017-2018,201816,04/21/18,California,Enterovirus_Rhinovirus,224,1224,18.30
2017-2018,201816,04/21/18,California,HMPV,98,1224,8.01
2017-2018,201816,04/21/18,California,Parainfluenza_1,0,1224,0.00
2017-2018,201816,04/21/18,California,Parainfluenza_2,1,1224,0.08
2017-2018,201816,04/21/18,California,Parainfluenza_3,42,1224,3.43
2017-2018,201816,04/21/18,California,Parainfluenza_4,1,1224,0.08
2017-2018,201816,04/21/18,California,Parainfluenza_UnknownType,0,1224,0.00
2017-2018,201816,04/21/18,California,Total_Parainfluenza,44,1224,3.59
2017-2018,201816,04/21/18,Central,Influenza_A,4,135,2.96
2017-2018,201816,04/21/18,Central,Influenza_B,7,135,5.19
2017-2018,201816,04/21/18,Central,Total_Influenza,11,135,8.15
2017-2018,201816,04/21/18,Central,RSV,4,119,3.36
2017-2018,201816,04/21/18,Central,Adenovirus,5,76,6.58
2017-2018,201816,04/21/18,Central,Coronavirus_HKU1,1,58,1.72
2017-2018,201816,04/21/18,Central,Coronavirus_NL63,0,58,0.00
2017-2018,201816,04/21/18,Central,Coronavirus_OC43,1,58,1.72
2017-2018,201816,04/21/18,Central,Coronavirus_229E,2,58,3.45
2017-2018,201816,04/21/18,Central,Coronavirus_UnknownType,0,58,0.00
2017-2018,201816,04/21/18,Central,Total_Coronavirus,4,58,6.90
2017-2018,201816,04/21/18,Central,Enterovirus_Rhinovirus,17,76,22.37
2017-2018,201816,04/21/18,Central,HMPV,8,76,10.53
2017-2018,201816,04/21/18,Central,Parainfluenza_1,0,76,0.00
2017-2018,201816,04/21/18,Central,Parainfluenza_2,0,76,0.00
2017-2018,201816,04/21/18,Central,Parainfluenza_3,3,76,3.95
2017-2018,201816,04/21/18,Central,Parainfluenza_4,0,76,0.00
2017-2018,201816,04/21/18,Central,Parainfluenza_UnknownType,0,76,0.00
2017-2018,201816,04/21/18,Central,Total_Parainfluenza,3,76,3.95
2017-2018,201816,04/21/18,Lower Southern,Influenza_A,2,309,0.65
2017-2018,201816,04/21/18,Lower Southern,Influenza_B,8,309,2.59
2017-2018,201816,04/21/18,Lower Southern,Total_Influenza,10,309,3.24
2017-2018,201816,04/21/18,Lower Southern,RSV,4,103,3.88
2017-2018,201816,04/21/18,Lower Southern,Adenovirus,4,70,5.71
2017-2018,201816,04/21/18,Lower Southern,Coronavirus_HKU1,1,70,1.43
2017-2018,201816,04/21/18,Lower Southern,Coronavirus_NL63,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Coronavirus_OC43,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Coronavirus_229E,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Coronavirus_UnknownType,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Total_Coronavirus,1,70,1.43
2017-2018,201816,04/21/18,Lower Southern,Enterovirus_Rhinovirus,21,70,30.00
2017-2018,201816,04/21/18,Lower Southern,HMPV,5,70,7.14
2017-2018,201816,04/21/18,Lower Southern,Parainfluenza_1,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Parainfluenza_2,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Parainfluenza_3,3,70,4.29
2017-2018,201816,04/21/18,Lower Southern,Parainfluenza_4,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Parainfluenza_UnknownType,0,70,0.00
2017-2018,201816,04/21/18,Lower Southern,Total_Parainfluenza,3,70,4.29
2017-2018,201816,04/21/18,Northern,Influenza_A,8,109,7.34
2017-2018,201816,04/21/18,Northern,Influenza_B,4,109,3.67
2017-2018,201816,04/21/18,Northern,Total_Influenza,12,109,11.01
2017-2018,201816,04/21/18,Northern,RSV,6,81,7.41
2017-2018,201816,04/21/18,Northern,Adenovirus,4,22,18.18
2017-2018,201816,04/21/18,Northern,Coronavirus_HKU1,0,0,
2017-2018,201816,04/21/18,Northern,Coronavirus_NL63,0,0,
2017-2018,201816,04/21/18,Northern,Coronavirus_OC43,0,0,
2017-2018,201816,04/21/18,Northern,Coronavirus_229E,0,0,
2017-2018,201816,04/21/18,Northern,Coronavirus_UnknownType,0,0,
2017-2018,201816,04/21/18,Northern,Total_Coronavirus,0,0,
2017-2018,201816,04/21/18,Northern,Enterovirus_Rhinovirus,0,22,0.00
2017-2018,201816,04/21/18,Northern,HMPV,2,22,9.09
2017-2018,201816,04/21/18,Northern,Parainfluenza_1,0,22,0.00
2017-2018,201816,04/21/18,Northern,Parainfluenza_2,0,22,0.00
2017-2018,201816,04/21/18,Northern,Parainfluenza_3,2,22,9.09
2017-2018,201816,04/21/18,Northern,Parainfluenza_4,0,22,0.00
2017-2018,201816,04/21/18,Northern,Parainfluenza_UnknownType,0,22,0.00
2017-2018,201816,04/21/18,Northern,Total_Parainfluenza,2,22,9.09
2017-2018,201816,04/21/18,Upper Southern,Influenza_A,2,445,0.45
2017-2018,201816,04/21/18,Upper Southern,Influenza_B,6,445,1.35
2017-2018,201816,04/21/18,Upper Southern,Total_Influenza,8,445,1.80
2017-2018,201816,04/21/18,Upper Southern,RSV,19,420,4.52
2017-2018,201816,04/21/18,Upper Southern,Adenovirus,7,310,2.26
2017-2018,201816,04/21/18,Upper Southern,Coronavirus_HKU1,0,158,0.00
2017-2018,201816,04/21/18,Upper Southern,Coronavirus_NL63,0,158,0.00
2017-2018,201816,04/21/18,Upper Southern,Coronavirus_OC43,0,158,0.00
2017-2018,201816,04/21/18,Upper Southern,Coronavirus_229E,0,158,0.00
2017-2018,201816,04/21/18,Upper Southern,Coronavirus_UnknownType,1,158,0.63
2017-2018,201816,04/21/18,Upper Southern,Total_Coronavirus,1,158,0.63
2017-2018,201816,04/21/18,Upper Southern,Enterovirus_Rhinovirus,64,310,20.65
2017-2018,201816,04/21/18,Upper Southern,HMPV,21,310,6.77
2017-2018,201816,04/21/18,Upper Southern,Parainfluenza_1,0,310,0.00
2017-2018,201816,04/21/18,Upper Southern,Parainfluenza_2,1,310,0.32
2017-2018,201816,04/21/18,Upper Southern,Parainfluenza_3,7,310,2.26
2017-2018,201816,04/21/18,Upper Southern,Parainfluenza_4,1,310,0.32
2017-2018,201816,04/21/18,Upper Southern,Parainfluenza_UnknownType,0,310,0.00
2017-2018,201816,04/21/18,Upper Southern,Total_Parainfluenza,9,310,2.90
2017-2018,201816,04/21/18,Upper/Lower Southern,Influenza_A,3,552,0.54
2017-2018,201816,04/21/18,Upper/Lower Southern,Influenza_B,9,552,1.63
2017-2018,201816,04/21/18,Upper/Lower Southern,Total_Influenza,12,552,2.17
2017-2018,201816,04/21/18,Upper/Lower Southern,RSV,24,552,4.35
2017-2018,201816,04/21/18,Upper/Lower Southern,Adenovirus,22,552,3.99
2017-2018,201816,04/21/18,Upper/Lower Southern,Coronavirus_HKU1,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Coronavirus_NL63,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Coronavirus_OC43,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Coronavirus_229E,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Coronavirus_UnknownType,5,552,0.91
2017-2018,201816,04/21/18,Upper/Lower Southern,Total_Coronavirus,5,552,0.91
2017-2018,201816,04/21/18,Upper/Lower Southern,Enterovirus_Rhinovirus,105,552,19.02
2017-2018,201816,04/21/18,Upper/Lower Southern,HMPV,49,552,8.88
2017-2018,201816,04/21/18,Upper/Lower Southern,Parainfluenza_1,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Parainfluenza_2,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Parainfluenza_3,16,552,2.90
2017-2018,201816,04/21/18,Upper/Lower Southern,Parainfluenza_4,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Parainfluenza_UnknownType,0,552,0.00
2017-2018,201816,04/21/18,Upper/Lower Southern,Total_Parainfluenza,16,552,2.90
2017-2018,201817,04/28/18,Bay Area,Influenza_A,17,410,4.15
2017-2018,201817,04/28/18,Bay Area,Influenza_B,30,410,7.32
2017-2018,201817,04/28/18,Bay Area,Total_Influenza,47,410,11.46
2017-2018,201817,04/28/18,Bay Area,RSV,11,410,2.68
2017-2018,201817,04/28/18,Bay Area,Adenovirus,10,175,5.71
2017-2018,201817,04/28/18,Bay Area,Coronavirus_HKU1,0,0,
2017-2018,201817,04/28/18,Bay Area,Coronavirus_NL63,0,0,
2017-2018,201817,04/28/18,Bay Area,Coronavirus_OC43,0,0,
2017-2018,201817,04/28/18,Bay Area,Coronavirus_229E,0,0,
2017-2018,201817,04/28/18,Bay Area,Coronavirus_UnknownType,0,0,
2017-2018,201817,04/28/18,Bay Area,Total_Coronavirus,0,0,
2017-2018,201817,04/28/18,Bay Area,Enterovirus_Rhinovirus,10,175,5.71
2017-2018,201817,04/28/18,Bay Area,HMPV,9,175,5.14
2017-2018,201817,04/28/18,Bay Area,Parainfluenza_1,0,175,0.00
2017-2018,201817,04/28/18,Bay Area,Parainfluenza_2,0,175,0.00
2017-2018,201817,04/28/18,Bay Area,Parainfluenza_3,5,175,2.86
2017-2018,201817,04/28/18,Bay Area,Parainfluenza_4,0,175,0.00
2017-2018,201817,04/28/18,Bay Area,Parainfluenza_UnknownType,0,175,0.00
2017-2018,201817,04/28/18,Bay Area,Total_Parainfluenza,5,175,2.86
2017-2018,201817,04/28/18,California,Influenza_A,37,1817,2.04
2017-2018,201817,04/28/18,California,Influenza_B,69,1817,3.80
2017-2018,201817,04/28/18,California,Total_Influenza,106,1817,5.83
2017-2018,201817,04/28/18,California,RSV,39,1588,2.46
2017-2018,201817,04/28/18,California,Adenovirus,50,1171,4.27
2017-2018,201817,04/28/18,California,Coronavirus_HKU1,1,799,0.13
2017-2018,201817,04/28/18,California,Coronavirus_NL63,0,799,0.00
2017-2018,201817,04/28/18,California,Coronavirus_OC43,0,799,0.00
2017-2018,201817,04/28/18,California,Coronavirus_229E,0,799,0.00
2017-2018,201817,04/28/18,California,Coronavirus_UnknownType,8,799,1.00
2017-2018,201817,04/28/18,California,Total_Coronavirus,9,799,1.13
2017-2018,201817,04/28/18,California,Enterovirus_Rhinovirus,213,1171,18.19
2017-2018,201817,04/28/18,California,HMPV,84,1171,7.17
2017-2018,201817,04/28/18,California,Parainfluenza_1,2,1171,0.17
2017-2018,201817,04/28/18,California,Parainfluenza_2,0,1171,0.00
2017-2018,201817,04/28/18,California,Parainfluenza_3,50,1171,4.27
2017-2018,201817,04/28/18,California,Parainfluenza_4,1,1171,0.09
2017-2018,201817,04/28/18,California,Parainfluenza_UnknownType,0,1171,0.00
2017-2018,201817,04/28/18,California,Total_Parainfluenza,53,1171,4.53
2017-2018,201817,04/28/18,Central,Influenza_A,2,89,2.25
2017-2018,201817,04/28/18,Central,Influenza_B,4,89,4.49
2017-2018,201817,04/28/18,Central,Total_Influenza,6,89,6.74
2017-2018,201817,04/28/18,Central,RSV,4,79,5.06
2017-2018,201817,04/28/18,Central,Adenovirus,2,55,3.64
2017-2018,201817,04/28/18,Central,Coronavirus_HKU1,1,45,2.22
2017-2018,201817,04/28/18,Central,Coronavirus_NL63,0,45,0.00
2017-2018,201817,04/28/18,Central,Coronavirus_OC43,0,45,0.00
2017-2018,201817,04/28/18,Central,Coronavirus_229E,0,45,0.00
2017-2018,201817,04/28/18,Central,Coronavirus_UnknownType,0,45,0.00
2017-2018,201817,04/28/18,Central,Total_Coronavirus,1,45,2.22
2017-2018,201817,04/28/18,Central,Enterovirus_Rhinovirus,18,55,32.73
2017-2018,201817,04/28/18,Central,HMPV,5,55,9.09
2017-2018,201817,04/28/18,Central,Parainfluenza_1,0,55,0.00
2017-2018,201817,04/28/18,Central,Parainfluenza_2,0,55,0.00
2017-2018,201817,04/28/18,Central,Parainfluenza_3,4,55,7.27
