Entity,Code,Year,"Hospital beds (per 1,000 people) (per 1,000 people)"
Mauritius,MUS,1993,3.0947999954
Mauritius,MUS,1994,3.0745999813
Mauritius,MUS,2005,3
Mauritius,MUS,2008,3.3
Mauritius,MUS,2011,3.4
Mexico,MEX,1980,0.699999988079071
Mexico,MEX,1990,1
Mexico,MEX,1991,1.1000000238
Mexico,MEX,1992,1.2000000477
Mexico,MEX,1993,1.2000000477
Mexico,MEX,1994,1.2000000477
Mexico,MEX,1995,1.2000000477
Mexico,MEX,1996,1.2000000477
Mexico,MEX,1997,1.1000000238
Mexico,MEX,1998,1.1000000238
Mexico,MEX,1999,1.1000000238
Mexico,MEX,2000,1.1000000238
Mexico,MEX,2001,1.1000000238
Mexico,MEX,2002,1.1000000238
Mexico,MEX,2003,1
Mexico,MEX,2004,1
Mexico,MEX,2006,1.6
Mexico,MEX,2007,1.7
Mexico,MEX,2008,1.6
Mexico,MEX,2009,1.6
Mexico,MEX,2010,1.7
Mexico,MEX,2011,1.5
Micronesia (country),FSM,1989,3.4672999382019
Micronesia (country),FSM,2000,2.8
Micronesia (country),FSM,2005,3.3
Micronesia (country),FSM,2006,3.31
Micronesia (country),FSM,2009,3.2
Middle East & North Africa,,1960,1.93665050543024
Middle East & North Africa,,1970,1.90022848601847
Middle East & North Africa,,1981,1.87189614585273
Middle East & North Africa,,1990,1.89223881297537
Middle East & North Africa,,2005,1.96882224425483
Middle East & North Africa,,2006,1.7336744627796
Middle East & North Africa,,2007,1.82277855964539
Middle East & North Africa,,2009,1.64301761600545
Middle East & North Africa,,2012,1.01458722260174
Middle East & North Africa (IDA & IBRD),,1960,1.84802837469064
Middle East & North Africa (IDA & IBRD),,1970,1.90872446575611
Middle East & North Africa (IDA & IBRD),,1980,1.74919633408256
Middle East & North Africa (IDA & IBRD),,1981,1.75379387551508
Middle East & North Africa (IDA & IBRD),,1990,1.75094043136348
Middle East & North Africa (IDA & IBRD),,2005,1.76810985574829
Middle East & North Africa (IDA & IBRD),,2006,1.58687108410725
Middle East & North Africa (IDA & IBRD),,2009,1.5838310199934
Middle East & North Africa (IDA & IBRD),,2012,0.818223031379348
Middle East & North Africa (excluding high income),,1960,1.84802837469064
Middle East & North Africa (excluding high income),,1970,1.90872446575611
Middle East & North Africa (excluding high income),,1980,1.74919633408257
Middle East & North Africa (excluding high income),,1981,1.75379387551508
Middle East & North Africa (excluding high income),,1990,1.75094043136348
Middle East & North Africa (excluding high income),,2005,1.76810985574829
Middle East & North Africa (excluding high income),,2006,1.58687108410725
Middle East & North Africa (excluding high income),,2009,1.5838310199934
Middle East & North Africa (excluding high income),,2012,0.818223031379348
Middle income,,1970,1.34580673789669
Middle income,,1975,1.55376251033913
Middle income,,1980,2.09591443422754
Middle income,,1981,2.07734424250586
Middle income,,1985,2.78989458214608
Middle income,,1987,3.14071163363779
Middle income,,1990,3.13740460695045
Middle income,,1991,2.66733504677686
Middle income,,2002,1.56815728487819
Middle income,,2003,2.23458741423224
Middle income,,2005,2.27678031868502
Middle income,,2011,2.18480682122773
Moldova,MDA,1980,12.0548000335693
Moldova,MDA,1981,12.0820999145508
Moldova,MDA,1982,12.0510997772217
Moldova,MDA,1983,12.0797996520996
Moldova,MDA,1984,12.143500328064
Moldova,MDA,1985,12.2204999923706
Moldova,MDA,1986,12.4355001449585
Moldova,MDA,1987,12.6675996780396
Moldova,MDA,1988,12.7636995315552
Moldova,MDA,1989,12.727499961853
Moldova,MDA,1990,13.1478004456
Moldova,MDA,1991,13.1162004471
Moldova,MDA,1992,12.7903003693
Moldova,MDA,1993,12.4827003479
Moldova,MDA,1994,12.2215003967
Moldova,MDA,1995,12.2100000381
Moldova,MDA,1996,12.1300001144
Moldova,MDA,1997,11.6199998856
Moldova,MDA,1998,11.2299995422
Moldova,MDA,1999,8.1899995804
Moldova,MDA,2000,7.5900001526
Moldova,MDA,2001,5.8899998665
Moldova,MDA,2003,6.6999998093
Moldova,MDA,2005,6.4
Moldova,MDA,2006,6.3
Moldova,MDA,2007,6.1
Moldova,MDA,2009,6.2
Moldova,MDA,2011,6.19
Moldova,MDA,2012,6.2
Monaco,MCO,1989,18.1070995330811
Monaco,MCO,1992,21.6786003113
Monaco,MCO,1995,19.5699996948
Monaco,MCO,2011,16.46
Monaco,MCO,2012,13.8
Mongolia,MNG,1960,8.681960105896
Mongolia,MNG,1970,9.49520015716553
Mongolia,MNG,1980,11.1971998214722
Mongolia,MNG,1981,11.0289001464844
Mongolia,MNG,1991,11.4864997864
Mongolia,MNG,2002,7.5
Mongolia,MNG,2004,6
Mongolia,MNG,2006,6.4
Mongolia,MNG,2007,6.11
Mongolia,MNG,2009,5.9
Mongolia,MNG,2010,5.8
Mongolia,MNG,2011,6.75
Mongolia,MNG,2012,6.8
Montenegro,MNE,2005,4.2
Montenegro,MNE,2006,4.1
Montenegro,MNE,2007,4
Montenegro,MNE,2009,3.9
Montenegro,MNE,2010,4
Montenegro,MNE,2011,4
Morocco,MAR,1960,1.5984001159668
Morocco,MAR,1970,1.47420001029968
Morocco,MAR,1975,1.42859995365143
Morocco,MAR,1981,1.22819995880127
Morocco,MAR,1985,1.26689994335175
Morocco,MAR,1990,1.2899999619
Morocco,MAR,1994,1.1123000383
Morocco,MAR,1997,0.9800000191
Morocco,MAR,2002,0.8000000119
Morocco,MAR,2004,0.9
Morocco,MAR,2006,0.87
Morocco,MAR,2007,1.1
Morocco,MAR,2009,1.1
Morocco,MAR,2012,0.9
Mozambique,MOZ,1960,0.808872818946838
Mozambique,MOZ,1970,1.17519998550415
Mozambique,MOZ,1980,1.0896999835968
Mozambique,MOZ,1990,0.8671000004
Mozambique,MOZ,2006,0.8
Mozambique,MOZ,2007,0.8
Mozambique,MOZ,2011,0.7
Myanmar,MMR,1960,0.663009285926819
Myanmar,MMR,1970,0.85809999704361
Myanmar,MMR,1980,0.857100009918213
Myanmar,MMR,1981,0.857599973678589
Myanmar,MMR,1990,0.635800004
Myanmar,MMR,2000,0.7
Myanmar,MMR,2002,0.63
Myanmar,MMR,2006,0.6
Namibia,NAM,2006,3.3
Namibia,NAM,2009,2.7
Nauru,NRU,2004,3.5
Nauru,NRU,2007,3.5
Nauru,NRU,2010,5
Nepal,NPL,1960,0.115763798356056
Nepal,NPL,1970,0.135299995541573
Nepal,NPL,1975,0.137700006365776
Nepal,NPL,1980,0.175600007176399
Nepal,NPL,1985,0.18019999563694
Nepal,NPL,1987,0.226999998092651
Nepal,NPL,1988,0.239800006151199
Nepal,NPL,1989,0.244299992918968
Nepal,NPL,1990,0.243599996
Nepal,NPL,1991,0.2372000068
Nepal,NPL,1992,0.2425999939
Nepal,NPL,1993,0.2387000024
Nepal,NPL,1994,0.2322999984
Nepal,NPL,1995,0.1700000018
Nepal,NPL,1996,0.1599999964
Nepal,NPL,1997,0.1700000018
Nepal,NPL,1999,0.200000003
Nepal,NPL,2001,0.2
Nepal,NPL,2002,0.15
Nepal,NPL,2006,5
Netherlands,NLD,1990,5.8000001907
Netherlands,NLD,1991,5.6999998093
Netherlands,NLD,1992,5.6999998093
Netherlands,NLD,1993,5.5999999046
Netherlands,NLD,1994,5.4000000954
Netherlands,NLD,1995,5.3000001907
Netherlands,NLD,1996,5.1999998093
Netherlands,NLD,1997,5.1999998093
Netherlands,NLD,1998,5.0999999046
Netherlands,NLD,1999,5
Netherlands,NLD,2000,4.8000001907
Netherlands,NLD,2001,4.6999998093
Netherlands,NLD,2003,5
Netherlands,NLD,2007,4.8
Netherlands,NLD,2008,4.3
Netherlands,NLD,2009,4.7
New Zealand,NZL,1960,11.6999998092651
New Zealand,NZL,1970,10.8000001907349
New Zealand,NZL,1980,10.1999998092651
New Zealand,NZL,1985,9.5
New Zealand,NZL,1990,8.5
New Zealand,NZL,1991,7.4000000954
New Zealand,NZL,1992,7.0999999046
New Zealand,NZL,1993,6.5
New Zealand,NZL,1994,6.6999998093
New Zealand,NZL,1995,6.1999998093
New Zealand,NZL,1996,6.0999999046
New Zealand,NZL,1997,6.0999999046
New Zealand,NZL,1998,6.1999998093
New Zealand,NZL,2002,6.2
New Zealand,NZL,2011,2.3
Nicaragua,NIC,1960,2.15823602676392
Nicaragua,NIC,1970,2.28029990196228
Nicaragua,NIC,1975,2.41190004348755
Nicaragua,NIC,1985,2.40599989891052
Nicaragua,NIC,1989,1.82690000534058
Nicaragua,NIC,1990,1.8213000298
Nicaragua,NIC,1993,1.7999999523
Nicaragua,NIC,1996,1.4800000191
Nicaragua,NIC,2003,0.8999999762
Nicaragua,NIC,2004,0.9
Nicaragua,NIC,2005,0.9
Nicaragua,NIC,2006,1
Nicaragua,NIC,2007,0.9
Nicaragua,NIC,2008,0.9
Nicaragua,NIC,2010,0.8
Nicaragua,NIC,2011,1.1
Nicaragua,NIC,2012,0.9
Niger,NER,1960,0.409490883350372
Niger,NER,1970,0.494700014591217
Niger,NER,1975,0.495299994945526
Niger,NER,1987,0.543900012969971
Niger,NER,1994,0.194600001
Niger,NER,1995,0.1199999973
Niger,NER,1996,0.1199999973
Niger,NER,1997,0.1800000072
Niger,NER,1998,0.1199999973
Niger,NER,2005,0.3
Nigeria,NGA,1960,0.418167114257813
Nigeria,NGA,1970,0.559800028800964
Nigeria,NGA,1975,0.555800020694733
Nigeria,NGA,1980,0.866199970245361
Nigeria,NGA,1988,6.37029981613159
Nigeria,NGA,1990,1.668200016
Nigeria,NGA,2000,1.2
Nigeria,NGA,2004,0.5
North America,,1960,8.92944373833657
North America,,1965,8.80000019073486
North America,,1970,7.81522254812914
North America,,1971,7.5
North America,,1972,7.40000009536743
North America,,1973,7.19999980926514
North America,,1974,7.09999990463257
North America,,1975,6.80000019073486
North America,,1976,6.62920841988886
North America,,1977,6.44875539686107
North America,,1978,6.26822273787525
North America,,1979,6.16815764991077
North America,,1980,6.07812946132025
North America,,1981,5.9978905367
North America,,1982,5.98830217662166
North America,,1983,5.89819188363124
North America,,1984,5.8081041725031
North America,,1985,5.62780958876113
North America,,1986,5.52790268683229
North America,,1987,5.33826100846617
North America,,1988,5.23873916403
North America,,1989,5.12980658218561
North America,,1990,5.01019675940664
North America,,1991,4.90020084252946
North America,,1992,4.69005118378576
North America,,1993,4.58986962827672
North America,,1994,4.3000001907
North America,,1995,4.18936304120352
North America,,1996,3.9699192328761
North America,,1997,3.85945037061685
North America,,1998,3.7494082440846
North America,,1999,3.62955921669762
North America,,2000,3.4901672922278
North America,,2001,3.51966892790911
North America,,2002,3.42949531875222
North America,,2003,3.32953161741609
North America,,2005,3.21971274019324
North America,,2006,3.12952451786758
North America,,2007,3.1
North America,,2008,3.1295658374835
North America,,2009,3.01975826152813
North America,,2010,2.97028755049659
North America,,2011,2.9
North Korea,PRK,2002,13.2
North Korea,PRK,2012,13.2
Norway,NOR,1986,5.90000009536743
Norway,NOR,1987,5.69999980926514
Norway,NOR,1988,5.30000019073486
Norway,NOR,1989,4.80000019073486
Norway,NOR,1990,4.5999999046
Norway,NOR,1991,4.4000000954
Norway,NOR,1992,4.3000001907
Norway,NOR,1993,4.1999998093
Norway,NOR,1994,4.0999999046
Norway,NOR,1995,4
Norway,NOR,1996,4
Norway,NOR,1997,4
Norway,NOR,1998,4
Norway,NOR,1999,3.9000000954
Norway,NOR,2000,3.7999999523
Norway,NOR,2005,4.2
Norway,NOR,2006,4.1
Norway,NOR,2007,3.9
Norway,NOR,2008,3.5
Norway,NOR,2009,3.3
Norway,NOR,2010,3.3
Norway,NOR,2011,3.3
OECD members,,1960,8.74792244095933
OECD members,,1970,8.89642144512321
OECD members,,1980,7.72437569556334
OECD members,,1985,7.98747088977345
OECD members,,1990,5.71070068378057
OECD members,,1991,5.78471314366746
OECD members,,1992,5.51445248885356
OECD members,,1993,6.54718583018131
OECD members,,1994,6.5354963075389
OECD members,,1995,6.31687168809298
OECD members,,1996,6.16034531386846
OECD members,,1997,6.07661292071943
OECD members,,1998,5.96166395402371
OECD members,,1999,5.83749339518451
OECD members,,2000,5.77788414208064
OECD members,,2001,5.57864581158185
OECD members,,2002,5.60138365876848
OECD members,,2003,5.39725741937127
OECD members,,2005,5.81986544138153
OECD members,,2006,5.45522870148958
OECD members,,2008,5.45825561079157
OECD members,,2009,5.2282452360088
OECD members,,2010,3.859135917549
OECD members,,2011,3.77759911535328
Oman,OMN,1960,0.33512544631958
Oman,OMN,1980,1.62030005455017
Oman,OMN,1981,1.60759997367859
Oman,OMN,1989,2.50720000267029
Oman,OMN,1990,2.1087999344
Oman,OMN,1998,2.2000000477
Oman,OMN,2002,2
Oman,OMN,2005,2.1
Oman,OMN,2006,2.1
Oman,OMN,2007,2.02
Oman,OMN,2008,1.9
Oman,OMN,2009,1.8
Oman,OMN,2012,1.7
Pacific island small states,,1960,4.77994356708599
Pacific island small states,,1970,4.89069953697526
Pacific island small states,,1980,3.61212331885427
Pacific island small states,,1981,3.70419668239333
Pacific island small states,,2005,2.07693236897466
Pakistan,PAK,1960,0.55726158618927
Pakistan,PAK,1970,0.520799994468689
Pakistan,PAK,1975,0.526300013065338
Pakistan,PAK,1980,0.573099970817566
Pakistan,PAK,1981,0.5692999958992
Pakistan,PAK,1986,0.599500000476837
Pakistan,PAK,1989,0.604300022125244
Pakistan,PAK,1990,0.6399999857
Pakistan,PAK,1991,0.6521999836
Pakistan,PAK,1992,0.6446999907
Pakistan,PAK,1993,0.6514999866
Pakistan,PAK,2003,0.7
Pakistan,PAK,2005,1.2
Pakistan,PAK,2007,1
Pakistan,PAK,2008,0.6
Pakistan,PAK,2009,0.6
Pakistan,PAK,2010,0.6
Pakistan,PAK,2012,0.6
Palau,PLW,1998,4.4
Palau,PLW,2006,5.9
Palau,PLW,2007,5
Palau,PLW,2009,4.9
Palau,PLW,2010,4.8
Palestine,PSE,1996,1.2000000477
Panama,PAN,1960,3.775310754776
Panama,PAN,1970,2.97410011291504
Panama,PAN,1975,3.38170003890991
Panama,PAN,1985,3.35330009460449
Panama,PAN,1990,2.5
Panama,PAN,1993,2.7000000477
Panama,PAN,1996,2.2100000381
Panama,PAN,2002,2.5
Panama,PAN,2004,2.4
Panama,PAN,2005,2.2
Panama,PAN,2007,2.2
Panama,PAN,2009,2.2
Panama,PAN,2010,2.4
Panama,PAN,2011,2.2
Papua New Guinea,PNG,1970,6.6023998260498
Papua New Guinea,PNG,1975,4.94320011138916
Papua New Guinea,PNG,1980,5.54440021514893
Papua New Guinea,PNG,1984,4.99830007553101
Papua New Guinea,PNG,1985,4.73540019989014
Papua New Guinea,PNG,1989,3.32990002632141
Papua New Guinea,PNG,1990,4.0241999626
Paraguay,PRY,1960,2.38925075531006
Paraguay,PRY,1970,1.62940001487732
Paraguay,PRY,1975,1.68299996852875
Paraguay,PRY,1989,1.32009994983673
Paraguay,PRY,1990,0.9322000146
Paraguay,PRY,1993,1.2999999523
Paraguay,PRY,1994,0.6008999944
Paraguay,PRY,1996,1.3400000334
Paraguay,PRY,2002,1.2000000477
Paraguay,PRY,2005,1.2
Paraguay,PRY,2006,1.3
Paraguay,PRY,2007,1.3
Paraguay,PRY,2008,1.3
Paraguay,PRY,2009,1.3
Paraguay,PRY,2010,1.3
Paraguay,PRY,2011,1.3
Peru,PER,1960,2.41143894195557
Peru,PER,1970,2.17280006408691
Peru,PER,1975,2.5
Peru,PER,1985,1.68449997901917
Peru,PER,1990,1.4132000208
Peru,PER,1992,1.5
Peru,PER,1993,1.2999999523
Peru,PER,1994,1.3571000099
Peru,PER,1996,1.4700000286
Peru,PER,2003,1.3999999762
Peru,PER,2004,0.9
Peru,PER,2007,1.2
Peru,PER,2008,1.5
Peru,PER,2009,1.5
Peru,PER,2010,1.5
Peru,PER,2011,1.5
Peru,PER,2012,1.5
Philippines,PHL,1960,0.838957667350769
Philippines,PHL,1970,1.18980002403259
Philippines,PHL,1975,1.70949995517731
Philippines,PHL,1976,1.70940005779266
Philippines,PHL,1980,1.708899974823
Philippines,PHL,1982,1.71350002288818
Philippines,PHL,1983,1.7146999835968
Philippines,PHL,1984,1.71529996395111
Philippines,PHL,1985,1.75569999217987
Philippines,PHL,1986,1.71420001983643
Philippines,PHL,1990,1.3918999434
Philippines,PHL,1991,1.2745000124
Philippines,PHL,1992,1.3701000214
Philippines,PHL,1993,1.0710999966
Philippines,PHL,2001,1
Philippines,PHL,2002,0.5
Philippines,PHL,2006,0.5
Philippines,PHL,2007,0.5
Philippines,PHL,2008,0.5
Philippines,PHL,2009,0.5
Philippines,PHL,2011,1
Poland,POL,1960,4.59999990463257
Poland,POL,1970,5.19999980926514
Poland,POL,1980,5.59999990463257
Poland,POL,1985,5.69999980926514
Poland,POL,1990,5.6999998093
Poland,POL,1991,5.6999998093
Poland,POL,1992,5.5999999046
Poland,POL,1993,5.5999999046
Poland,POL,1994,5.5999999046
Poland,POL,1995,5.5
Poland,POL,1996,5.5
Poland,POL,1997,5.4000000954
Poland,POL,1998,5.3000001907
Poland,POL,1999,5.0999999046
Poland,POL,2000,4.9000000954
Poland,POL,2002,5.5999999046
Poland,POL,2004,5.3
Poland,POL,2005,5.2
Poland,POL,2006,5.2
Poland,POL,2008,6.6
Poland,POL,2009,6.7
Poland,POL,2010,6.59
Poland,POL,2011,6.5
Portugal,PRT,1985,4
Portugal,PRT,1986,4
Portugal,PRT,1987,4
Portugal,PRT,1988,4
Portugal,PRT,1989,4.09999990463257
Portugal,PRT,1990,4.0999999046
Portugal,PRT,1991,4.0999999046
Portugal,PRT,1992,4
Portugal,PRT,1993,3.9000000954
Portugal,PRT,1994,3.9000000954
Portugal,PRT,1995,3.9000000954
Portugal,PRT,1996,4
Portugal,PRT,1997,3.9000000954
Portugal,PRT,1998,3.9000000954
Portugal,PRT,1999,3.7999999523
Portugal,PRT,2000,3.7999999523
Portugal,PRT,2001,3.7000000477
Portugal,PRT,2002,3.5999999046
Portugal,PRT,2004,3.7
Portugal,PRT,2005,3.7
Portugal,PRT,2006,3.5
Portugal,PRT,2008,3.4
Portugal,PRT,2009,3.3
Portugal,PRT,2010,3.35
Portugal,PRT,2011,3.4
Post-demographic dividend,,1960,9.28815137284827
Post-demographic dividend,,1970,9.44257725853318
Post-demographic dividend,,1980,8.97136149027715
Post-demographic dividend,,1985,8.68333382094852
Post-demographic dividend,,1990,7.02509287482503
Post-demographic dividend,,1991,7.03878034671752
Post-demographic dividend,,1992,6.7388686843596
Post-demographic dividend,,1993,7.75940698282406
Post-demographic dividend,,1994,7.74036275018002
Post-demographic dividend,,1995,7.48853533609934
Post-demographic dividend,,1996,7.28080909178267
Post-demographic dividend,,1997,7.08746236554296
Post-demographic dividend,,1998,6.92164754482152
Post-demographic dividend,,1999,6.77922551779123
Post-demographic dividend,,2000,6.70530723829058
Post-demographic dividend,,2001,6.46009535581498
Post-demographic dividend,,2002,6.39678249310241
Post-demographic dividend,,2003,6.42811017096028
Post-demographic dividend,,2005,6.31667160541607
Post-demographic dividend,,2006,6.36993222501011
Post-demographic dividend,,2008,6.10138697821213
Post-demographic dividend,,2009,6.01440040597604
Post-demographic dividend,,2010,4.25382490774688
Post-demographic dividend,,2011,4.28907665973691
Pre-demographic dividend,,1960,1.42168977664281
Pre-demographic dividend,,1970,1.37480859559355
Pre-demographic dividend,,1990,1.32911820624649
Puerto Rico,PRI,1996,3.3199999332
Qatar,QAT,1970,5.5314998626709
Qatar,QAT,1981,2.93959999084473
Qatar,QAT,1989,2.30029988288879
Qatar,QAT,1997,1.6499999762
Qatar,QAT,2002,2.4000000954
Qatar,QAT,2005,2.4
Qatar,QAT,2006,2.52
Qatar,QAT,2008,1.4
Qatar,QAT,2009,1.2
Qatar,QAT,2012,1.2
Romania,ROU,1960,7.27327060699463
Romania,ROU,1980,8.77620029449463
Romania,ROU,1981,8.7750997543335
Romania,ROU,1982,8.81070041656494
Romania,ROU,1984,8.89579963684082
Romania,ROU,1985,8.94040012359619
Romania,ROU,1986,8.94659996032715
Romania,ROU,1987,8.95020008087158
Romania,ROU,1988,8.94219970703125
Romania,ROU,1989,8.93710041046143
Romania,ROU,1990,8.9198999405
Romania,ROU,1991,8.9221000671
Romania,ROU,1992,7.8621001244
Romania,ROU,1993,7.8699002266
Romania,ROU,1994,7.6944999695
Romania,ROU,1995,7.6399998665
Romania,ROU,1996,7.5599999428
Romania,ROU,1997,7.3800001144
Romania,ROU,1998,7.3099999428
Romania,ROU,1999,7.3099999428
Romania,ROU,2000,7.4400000572
Romania,ROU,2001,7.4899997711
Romania,ROU,2003,6.5999999046
Romania,ROU,2005,6.6
Romania,ROU,2006,6.5
Romania,ROU,2009,6.6
Romania,ROU,2010,6.29
Romania,ROU,2011,6.1
Russia,RUS,1985,12.9815998077393
Russia,RUS,1986,13.0462999343872
Russia,RUS,1987,13.117600440979
Russia,RUS,1988,13.1752004623413
Russia,RUS,1989,13.1862001419067
Russia,RUS,1990,13.0552997589
Russia,RUS,1991,12.7019996643
Russia,RUS,1992,12.2342996597
Russia,RUS,1993,12.1958999634
Russia,RUS,1994,11.9611997604
Russia,RUS,1995,11.8699998856
Russia,RUS,1996,11.6300001144
Russia,RUS,1997,11.3400001526
Russia,RUS,1998,11.1099996567
Russia,RUS,1999,10.8500003815
Russia,RUS,2000,10.8900003433
Russia,RUS,2001,10.8299999237
Russia,RUS,2003,10.5
Russia,RUS,2004,9.9
Russia,RUS,2005,9.7
Russia,RUS,2006,9.7
Rwanda,RWA,1970,1.25399994850159
Rwanda,RWA,1975,1.24259996414185
Rwanda,RWA,1980,1.52799999713898
Rwanda,RWA,1981,1.47809994220734
Rwanda,RWA,1989,0.867900013923645
Rwanda,RWA,1990,1.6519999504
Rwanda,RWA,2004,1.7
Rwanda,RWA,2006,1.6
Rwanda,RWA,2007,1.6
Saint Kitts and Nevis,KNA,1960,3.8627450466156
Saint Kitts and Nevis,KNA,1970,5.94649982452393
Saint Kitts and Nevis,KNA,1980,8.53600025177002
Saint Kitts and Nevis,KNA,1990,9.1999998093
Saint Kitts and Nevis,KNA,1995,6.4
Saint Kitts and Nevis,KNA,1996,6.3600001335
Saint Kitts and Nevis,KNA,2001,4.3
Saint Kitts and Nevis,KNA,2002,5.5
Saint Kitts and Nevis,KNA,2003,5.5
Saint Kitts and Nevis,KNA,2004,6
Saint Kitts and Nevis,KNA,2005,5.7
Saint Kitts and Nevis,KNA,2008,5.5
Saint Kitts and Nevis,KNA,2009,6
Saint Kitts and Nevis,KNA,2010,4.8
Saint Kitts and Nevis,KNA,2011,4.8
Saint Kitts and Nevis,KNA,2012,2.3
Saint Lucia,LCA,1960,4.28042554855347
Saint Lucia,LCA,1970,5.04930019378662
Saint Lucia,LCA,1990,4
Saint Lucia,LCA,1993,4.3517999649
Saint Lucia,LCA,1995,3.3
Saint Lucia,LCA,1996,3.3800001144
Saint Lucia,LCA,2000,2.3
Saint Lucia,LCA,2002,3.2000000477
Saint Lucia,LCA,2003,2.9
Saint Lucia,LCA,2005,3
Saint Lucia,LCA,2006,2.9
Saint Lucia,LCA,2007,2.8
Saint Lucia,LCA,2009,1.5
Saint Lucia,LCA,2011,1.6
Saint Vincent and the Grenadines,VCT,1960,4.82499980926514
Saint Vincent and the Grenadines,VCT,1970,4.98859977722168
Saint Vincent and the Grenadines,VCT,1990,4.6999998093
Saint Vincent and the Grenadines,VCT,1993,5.0152997971
Saint Vincent and the Grenadines,VCT,1996,1.8500000238
Saint Vincent and the Grenadines,VCT,2001,4.7
Saint Vincent and the Grenadines,VCT,2002,4.5
Saint Vincent and the Grenadines,VCT,2003,4.5
Saint Vincent and the Grenadines,VCT,2004,4.5
Saint Vincent and the Grenadines,VCT,2005,4.5
Saint Vincent and the Grenadines,VCT,2007,3
Saint Vincent and the Grenadines,VCT,2010,2.6
Saint Vincent and the Grenadines,VCT,2011,2.7
Saint Vincent and the Grenadines,VCT,2012,5.2
Samoa,WSM,1960,5
Samoa,WSM,1970,4.55819988250732
Samoa,WSM,1980,4.4967999458313
Samoa,WSM,1981,4.36399984359741
Samoa,WSM,2000,3.2999999523
Samoa,WSM,2002,1.5
Samoa,WSM,2003,2.04
Samoa,WSM,2005,1
San Marino,SMR,1980,6.67199993133545
San Marino,SMR,1984,6.82000017166138
San Marino,SMR,1985,6.76800012588501
San Marino,SMR,1986,6.69999980926514
San Marino,SMR,1987,6.65899991989136
San Marino,SMR,1988,7.65700006484985
San Marino,SMR,1989,7.44500017166138
San Marino,SMR,1990,7.1599998474
San Marino,SMR,2011,3.85
San Marino,SMR,2012,3.8
Sao Tome and Principe,STP,1960,40.3154563903809
Sao Tome and Principe,STP,1970,26.7122993469238
Sao Tome and Principe,STP,1991,4.7372999191
Sao Tome and Principe,STP,2003,3.2
Sao Tome and Principe,STP,2006,3.2
Sao Tome and Principe,STP,2011,2.9
Saudi Arabia,SAU,1960,0.774723947048187
Saudi Arabia,SAU,1970,1.1813999414444
Saudi Arabia,SAU,1981,1.45819997787476
Saudi Arabia,SAU,1990,2.4964001179
Saudi Arabia,SAU,1997,2.2999999523
Saudi Arabia,SAU,2001,2.2000000477
Saudi Arabia,SAU,2004,2.3
Saudi Arabia,SAU,2005,2.3
Saudi Arabia,SAU,2007,2.21
Saudi Arabia,SAU,2008,2.2
Saudi Arabia,SAU,2009,2.2
Saudi Arabia,SAU,2012,2.1
Senegal,SEN,1960,1.31314718723297
Senegal,SEN,1970,1.29849994182587
Senegal,SEN,1975,1.29009997844696
Senegal,SEN,1989,0.523999989032745
Senegal,SEN,1990,0.7296000123
Senegal,SEN,1994,0.2475000024
Senegal,SEN,1996,0.4499999881
Senegal,SEN,1998,0.400000006
Senegal,SEN,2007,0.1
Senegal,SEN,2008,0.3
Serbia,SRB,2005,5.9
Serbia,SRB,2006,5.4
Serbia,SRB,2007,5.4
Serbia,SRB,2009,5.4
Seychelles,SYC,1960,7.09832143783569
Seychelles,SYC,1970,6.49249982833862
Seychelles,SYC,1975,4.94969987869263
Seychelles,SYC,1985,4.82200002670288
Seychelles,SYC,1989,6.28329992294312
Seychelles,SYC,2006,5.7
Seychelles,SYC,2009,3.9
Seychelles,SYC,2011,3.6
Sierra Leone,SLE,1960,0.772869229316711
Sierra Leone,SLE,1970,0.925499975681305
Sierra Leone,SLE,1975,0.906899988651276
Sierra Leone,SLE,1980,1.21449995040894
Sierra Leone,SLE,2006,0.4
Singapore,SGP,1960,4.39246654510498
Singapore,SGP,1970,3.69829988479614
Singapore,SGP,1975,3.33330011367798
Singapore,SGP,1980,3.95650005340576
Singapore,SGP,1981,3.90799999237061
Singapore,SGP,1990,3.6078000069
Singapore,SGP,1991,3.5471999645
Singapore,SGP,1992,3.4514000416
Singapore,SGP,1993,3.6426999569
Singapore,SGP,1994,3.5652000904
Singapore,SGP,2001,2.9000000954
Singapore,SGP,2003,2.8
Singapore,SGP,2005,3.2
Singapore,SGP,2006,3.2
Singapore,SGP,2007,3.22
Singapore,SGP,2008,3.1
Singapore,SGP,2011,2
Slovakia,SVK,1985,8.95471
Slovakia,SVK,1986,8.94222
Slovakia,SVK,1987,8.95051
Slovakia,SVK,1988,8.81316
Slovakia,SVK,1989,8.81631
Slovakia,SVK,1990,7.4482002258
Slovakia,SVK,1991,7.5778999329
Slovakia,SVK,1992,7.5609002113
Slovakia,SVK,1993,7.8740000725
Slovakia,SVK,1994,7.0992999077
Slovakia,SVK,1996,8.3000001907
Slovakia,SVK,1997,8.1000003815
Slovakia,SVK,1998,8
Slovakia,SVK,1999,8
Slovakia,SVK,2000,7.9000000954
Slovakia,SVK,2001,7.6999998093
Slovakia,SVK,2002,7.5999999046
Slovakia,SVK,2003,7.1999998093
Slovakia,SVK,2005,6.9
Slovakia,SVK,2006,6.81
Slovakia,SVK,2007,6.8
Slovakia,SVK,2008,6.6
Slovakia,SVK,2009,6.5
Slovakia,SVK,2010,6.42
Slovakia,SVK,2011,6
